path,bytes,sha256
docs/decisions/VENUE_SIGNOFF_20260826.md,4075,2a69190f69cc2ef59ad6a1145c8bc1e8d48c546c39f20b40fb09710ab8ac5b3b
docs/guides/ARTIFACT_DEPOSIT.md,7927,e58675919bbd9768f05c6a73cd9843f99907c26c2912383d3632794e2160cfdc
docs/guides/DATASET_GUIDE.md,7018,16692cfe343d0b5665f2814217826b90cb4df31d1d2ced71890b335457de17c2
docs/guides/FIGURE_DESIGN_SYSTEM_20260826.md,15703,656bb4736c8b2d1566c304d32c4488cb542ee5ad5531f387300c3da43fd0e014
docs/guides/HUMAN_AUDIT_PROTOCOL.md,2876,57976e8468a0498646d5bf6d7b158ee719e20b9959ddd0d60beaf955013ec704
docs/guides/RESEARCH_BRIEF.md,1907,48af601635c8a841520da6fec99e508a5f3c6d1966deb35a52eda437c91c6e79
docs/guides/TASK_LABEL_VALIDATION_CODEBOOK.md,2400,28d70a444402af86e6817185a0379b16d8fbac868c4b23453027e2176290f8a0
docs/notes/EVENT_CHAIN_DEBATCH_AUDIT.md,9435,4e4d64363c91ead1b9ff5f2797ea134805b87dbe737e3d59fb4a3df73710e6a2
docs/notes/FRONTIER_GAP_MATRIX_20260826.md,17750,b9993981cc8ffa444891a5a0f8a688bf67e37dea017f39d0894c0c7b379da03b
docs/notes/LEGACY_NEW_EXPERIMENTS_20260826.md,1837,96e59b6612041971c74a1d18ea6d1e6fa44717fb68248b111d2ce6a2cdcca4fa
docs/notes/NEXT_PAPER_STORY_CANDIDATES.md,13921,da0caaedbd7d4eb5e07c1810db2e51f521ee614a77b163df7fc2ca7539c073e3
docs/notes/NOVELTY_FEEDBACK_RESPONSE_2026-08-25.md,7851,10e7b9c028d8f453c4e21cc6227a8aa83908a83f084a72518a9c6a0c930cd440
docs/notes/NOVELTY_REPIVOT.md,12962,2d5c1eae1a649f6c44fecd667bd78af60e7719a7a17c17dfb6117370bdea5d39
docs/notes/PAPER_PIVOT_PLAN.md,12474,b696d3bc4e1762a515b21562f7c8c9e87d5db1b6c84ad820c6e370749d33b4c7
docs/notes/PAPER_REPIVOT_AFTER_AUDIT.md,14172,77761b3c75668dcf584ca58910c7e5a9470823582d00137f0353d41b4f789ff8
docs/notes/SKEPTICAL_DESIGN_REVIEW_20260826.md,18405,55d8555f6696f3a57cdce8cbb12641782cab226c40d654a4f616a9d83aa0b677
docs/notes/SPECIALIZATION_PAPER_PIVOT.md,11036,6384d6e0e6072d0f4b73699b2285606a0a66ff94bcf1a2752ea5d949af64b0dd
docs/notes/direct_multibrand_mechanism_audit.md,12019,849fba01b54af1a826f91ac2c5b0a408b8f5cfc804af1b50bcb257826aa6ba75
docs/notes/legacy_audit.md,11459,0f31d322ccf3e5121dc8e2e682162ae0a11f1e1e8129ad6e55786d3bbf983f97
docs/notes/manual_label_agreement.md,4752,9c557b59d1e6345c16ea70ab1fe0e8028dcc5bb05eba607b7c72f923ff910dab
docs/notes/manual_label_legacy_report.md,2968,cdafda2a768ff1aa88e2dcba5c7ba4369d94ac4f3a191c3688191158e4f4687c
docs/notes/manual_label_novelty_report.md,3022,11b0bcf06f42f3376fa07ade83527edab2e776dd32fb5370a6742639206d0ffa
docs/notes/specialization_audit.md,15092,60b505780d67e49e8fd8cc3519560ddaf75bfa49b878ce1df5a6273df0281613
outputs/README.md,1687,256d02c95a1fe30563fdac20fb072adce7eed36fa51df6b61b7b075448e8538e
outputs/addressed_edge_landmark/README.md,3882,d52704d816010325a53f2a4ea551b63700f7d45a733d6f4d0957a1d48597bad3
outputs/addressed_edge_landmark/addressed_edge_clustered_lpm.csv,4294,a86f6d36c159a026d9b3aa99f7574d1370399c32497aab77b3a42f245afad597
outputs/addressed_edge_landmark/addressed_edge_clustered_lpm_all_terms.csv,32986,cf5fbd390683acde7e0635c87ed0f14a0f9a61a26a3feba8370819685abd0600
outputs/addressed_edge_landmark/analysis_cohort.parquet,75658,36355684c8089b7da3ec357d057db9a3c47a42964ee9b397bb2c73563ca4b069
outputs/addressed_edge_landmark/denominators.csv,1300,8323c57f7160e1dc1d50378b7fba71c7465d7bf43ffe080502ccf6a92bfb7859
outputs/addressed_edge_landmark/exact_parent_reply_event_audit.parquet,7559,2e533b693728183efab079738ec2fc15238a57fec6eaa8bd2c2f8f26a86fb4c5
outputs/addressed_edge_landmark/exposure_concentration_summary.csv,760,9528b68b5417cd699ac919629509ac7041fadf457b498cee1c5003150ff2d3f5
outputs/addressed_edge_landmark/leave_one_product_pair_out.csv,24208,15d762f0b85d8e1caf91ef9d615969be447293550cc1c5262b608b484b5db2bc
outputs/addressed_edge_landmark/leave_one_product_pair_out_summary.csv,1461,d0c3c2fffc3ae13d28814546bd38413164f729913cd546e6bf1c65b78473bf3a
outputs/addressed_edge_landmark/manifest.json,2810,6e60d0c9a1e35af23ca354a0a77691e4a4144ce8f042286c5e201731d1fa50fb
outputs/addressed_edge_landmark/ordered_product_pair_support.csv,3612,5fec572280990c6f8392a9db6f21804640ec935a8960ae85cef28417ad7f5a21
outputs/addressed_edge_landmark/pretrigger_balance.csv,2027,cd0ec27ed476c5581f251d29b7639280b048b443a2b74a99a493a100b7bea103
outputs/addressed_edge_landmark/repository_exposure_support.csv,7023,2a5d4d97c88240b02fea96f5af3a33fe6d7057c4d8613a356abb1b11f7af302b
outputs/addressed_edge_landmark/repository_fe_sensitivity.csv,4632,e0fb87cbaf0d0af0a86b2b3060d38d3f4a1f6b1a697487f9bf71521ca4c4ffd1
outputs/addressed_edge_landmark/schema.json,7268,c6683192ad81ead486ad72bb7b0a8402e196f90da72171d0a20f4d2e4ee1eb60
outputs/addressed_edge_landmark/temporal_leakage_validation.json,2015,fecff5c9470b7abef05dd429ae36665ccb0a517b317fdec97e9c0726eb75c884
outputs/addressed_edge_scope/conditional_randomisation_inference.csv,545,9e78f45a02cdf151ae8000fc96c93a1cb3345b7e138cefd4656ba0ce33ca9708
outputs/addressed_edge_scope/exposure_definition_models.csv,1168,103fee38c095b20819200fd326071c38a87556cfd5941e1328d0eb5bc1f2689e
outputs/addressed_edge_scope/exposure_event_composition.csv,250,8fc17f7c9b805a9f2e077d3421af93ee9131a3b5d8a4a985baa443c2b30cc459
outputs/addressed_edge_scope/exposure_first_reply_composition.csv,247,a31eb7837ff68e66ea3060fe52d05fc0d7950c3cbd9948a4883c2d93537dd3d9
outputs/addressed_edge_scope/landmark_selection_funnel.csv,250,c4babe9e02d0e3e79651ef688398c0c64dab517ad226edd9c1f29410dc9001b3
outputs/addressed_edge_scope/summary.json,1462,83d6c5b8a450b93e5b85f6fadcd8bad21c2d053fb71af4fd8c2aa24e9f86635f
outputs/addressed_edge_sensitivity/e_values.csv,1771,e4e28070057cfb9a7fc218a588e5e7691143a4d864960b048b7e76936015b7cb
outputs/addressed_edge_sensitivity/negative_control_outcomes.csv,4132,6c40968bbf6d5a255b11f54185726c2542e83aac202d8ebe5b47edd353dd38af
outputs/addressed_edge_sensitivity/randomisation_inference.csv,1457,dfc011a071509fdfbb0198a5180cc79821cca96b71f96b41efe4f9f1bf48ef08
outputs/addressed_edge_sensitivity/summary.json,722,cf2dd9d65bbc7386ab7eda749b16b8f32f63a32fa4cad37e1e597cc7a4ded658
outputs/addressed_edge_sensitivity/unmeasured_confounder_frontier.csv,1134,5e400f2e5c69bbf584bb351f8bf2f5e66cd8fb7608d85e2602b7d63a5695010f
outputs/addressed_edge_sensitivity/unmeasured_confounder_grid.csv,19565,9889854b4514320c3e48624563ff949eef835f26998ed8401e477251b9e5b08e
outputs/addressed_edge_specificity/README.md,3686,fcb9dbde6cfc472b2b946348e58e2b30ba8dbb7225eaffe760797a168bf9e77f
outputs/addressed_edge_specificity/classified_landmark_cohort.parquet,87329,c576dcb66d598ab77ecc6d4852cd3c4ed0cb37554285a4ad53bbc80f0cd41717
outputs/addressed_edge_specificity/clustered_specificity_lpm.csv,3625,22050516510a68cdfcb2453b18dfb2e0de5164351eb86e6266628d9ee9ed4aec
outputs/addressed_edge_specificity/concentration_summary.csv,512,8f454d52155cf55b74ec49de30363d29cd7f1774035387255a8cb10151319a79
outputs/addressed_edge_specificity/denominators.csv,1213,37341ccab249e025625616339a9d98c8cb3813101957ac0ab37c488ade569ba6
outputs/addressed_edge_specificity/four_state_response_gradient.csv,2098,887cf01233b638fe1b529a406f2d68d16b3546ec99af7011f08f4ee9c8208fd7
outputs/addressed_edge_specificity/leave_one_product_pair_out.csv,8804,d06276723b5032fb8f27d3275e9c6519fd21bd035007418f56eaefb4a70e4cec
outputs/addressed_edge_specificity/leave_one_product_pair_out_summary.csv,225,36c0cf9e99245d8c8fd802e4c32b666316a588bafc0144a67c1cf50d694fa9e2
outputs/addressed_edge_specificity/manifest.json,2975,2e71187c26301079718703e3267f5fd3ce323a3920ee1ae1982c7d0b52ced4d2
outputs/addressed_edge_specificity/pretrigger_balance.csv,1024,f1904b97acddb2768f3355bfad27ee79d0b01d0f0b251a9227f4029874366e37
outputs/addressed_edge_specificity/propensity_overlap_sensitivity.csv,1249,26ee773194be865c1030ec8d1f252493340316f24ac13e40372c6c2c9faa8f9d
outputs/addressed_edge_specificity/propensity_score_diagnostics.csv,984,c4870a57a7ab2d34afc1bd6ddb9bbdc655737004efe972f8abdfcf96cd4c696b
outputs/addressed_edge_specificity/raw_discussion_event_audit.parquet,64474,5f02f980a49df6580b129ec3491ca6a18aad5265e1726e1042402a03e05d4b48
outputs/addressed_edge_specificity/repository_fe_sensitivity.csv,2056,35a50e9fc28aea548962089a9688b34cadee6de7f6870814ab62a20443bcf5a2
outputs/addressed_edge_specificity/response_source_counts.csv,137,3e539810e4d2ed2304c7f19fce302190a0b8abbda3e90f7013406ad9dc42b51a
outputs/addressed_edge_specificity/schema.json,1412,1bcf604e545400014d5c605f41d8bd8ea097fdcb28b3d6f567bb425e2a5a9de8
outputs/addressed_edge_specificity/temporal_leakage_validation.json,2307,244b630d8fd50546ae84f313e978f6751c7dd13c3becb4522f581969f2bc556e
outputs/anchorability_coverage/channel_interaction_volume.csv,1275,78a513ef97e9b137d93483c1a01c03bf1a754b21dc5871a5fa908d746bb56d81
outputs/anchorability_coverage/coarse_unanchored_proxy.csv,1223,cfa82e1e652dd64f73249f393a05d95f0af207bb71d5e8b54e9993afe4a594e1
outputs/anchorability_coverage/cohort_headline_comparison.csv,829,4c51dec9d66f27697d28c8aa387740f692da55334e4f0b4b125df8c37a095a24
outputs/anchorability_coverage/inline_root_reply_split.csv,551,748b1eda62a7346c40f1b6c6826b20ee3f8641ecaeb4dacc82d75b6151005346
outputs/anchorability_coverage/summary.json,22772,941e0537033425975f303984d2f5c2fd1522978b6ee87358f80e68a509128d23
outputs/anchorability_coverage/trigger_channel_composition.csv,871,ae04cda98c2c1aa51fa47c72a347da3d387d9bf1dec033ebff06169453f0dfcf
outputs/burst_threshold_selection/README.md,4544,5fec931f3dfaab58013e172ac3030415a2671959e0f4d9ef34507e08fcb2ace6
outputs/burst_threshold_selection/agreement_with_five_minutes.csv,572,8b2dee11f245786bfccf19ec9961fbe7eea0838bff5ba48a560adea7ec6770e8
outputs/burst_threshold_selection/gap_distribution_shape.csv,781,479de4b39a39d57b96e16f7c0cb06d8ea758c0ae2346dc438ac075be48cfc15c
outputs/burst_threshold_selection/gap_histogram.csv,41513,82f23f56cb9a34c62fc405adff4f1a65bed0b3c2640c9f56b59b00b8c3f72f3d
outputs/burst_threshold_selection/next_event_hazard.csv,38462,4db52a7c1fe3cfe822f47bfdbcb26150e40417da2f4a2a997f6e06d979737310
outputs/burst_threshold_selection/owner_split_sensitivity.csv,3488,0836064793a146dcfd52a58be1ab5fdfee7d5aaba059de4b06917efef30f73ff
outputs/burst_threshold_selection/owner_split_sensitivity_by_product.csv,17925,637bce38c189c730cf7856b1b791b26258ee58ceb2ee389fb62984a87c6bb315
outputs/burst_threshold_selection/selected_cuts.csv,2901,6dc037933ab276474e3b041e34da9e2f3a72a5bbf1109be374fa4b14c8564e8e
outputs/burst_threshold_selection/summary.json,17761,a9dcd8d71d271ac1cf8c3113467f04cec2419c503e01c6ca6bb7cdf2299710cb
outputs/burst_topology/PAPER_SAFE_MEMO.md,3793,5d69acc04d503e4f03895df806f0a18f39d10a9ea37ea98fb35cbd526d7f050b
outputs/burst_topology/README.md,2905,f2b567837dd95e2a09e68941db59ad3b413caaebdb41ef6fbe7230f57d0ab77c
outputs/burst_topology/burst_collapse_profile.csv,767,748c39274466759e71433d7d06dac811443fe8c4173fe0c2132adc04aaf8cb83
outputs/burst_topology/burst_collapsed_first_state.parquet,527205,8456fa4ada85daebdbaf8ccc1d7cc2f1a74c2a27e801cd5bb80effe845851ee2
outputs/burst_topology/burst_topology_summary.csv,4264,dc80583a8877b0ce29cfa494889c0454fc19c7fcc97da38c032c0e35326d13aa
outputs/burst_topology/data_quality_checks.csv,2228,13a42a7c9cca611158ed4a693d00d93ce699d6084edf2f1f54ab680b0245cdd1
outputs/burst_topology/leave_one_out_ranges.csv,7526,11ec3b124aa463429183f816ee100e7bbd6a91649dbcb8577478b9fe34a2bb15
outputs/burst_topology/leave_one_product_pair_out.csv,64997,2dcda9b4111f518b514f1725c8214a2dcfdca15f1e5751d0587844d847b448ad
outputs/burst_topology/leave_one_repository_out.csv,3116846,8b06f049c5edcdf8296bb824ad7de66bfba3932df50f5ee59a1ccfb54a57d19c
outputs/burst_topology/mapped_product_retention.csv,668,0db1330201337867812deed26f56c263cb000957087e3bb291aa310efe1fa6f2
outputs/burst_topology/ordering_robustness.csv,885,0d62d8fe31b30e134fb7ed480aa4dab090631989b1f908dd7ec21f999e4931f7
outputs/burst_topology/state_transition_from_zero.csv,7072,239f52d24c708b996d900f922df7aba93202f4ed9802c98c8395ad5e804309bd
outputs/burst_topology/summary.json,6454,6f1879227cdaf4aeb0ba2fd1f97edd6686d52344f99ceaee0b57ab7ce0bdf8a7
outputs/burst_topology/threshold_change_from_zero.csv,3282,ddfae858ba3b2c9183a0f2140ef2a9b548678fc0e2b40bfa64ebc526716d5845
outputs/burst_topology/tie_diagnostics.csv,212,97b2f62616b67fc5088d25eb7989b9e664715708adea90f26e4fae4f20bbeebf
outputs/citation_audit/citation_claims.csv,20128,7fb2994f49064b79969da1f02074297b4cda2ca3093a63b6d72e6e883ea5a48b
outputs/confounder_benchmarks/measured_factor_positions.csv,445,6a94d4b594ed17fc542e1d02c83a63a27576009fa1530d5041c1b4fed248410b
outputs/confounder_benchmarks/summary.json,630,15159b973f2e680ee5805e6d8287bd1919d1a4c45ca09a70280188d9d10830f3
outputs/constant_sensitivity/README.md,3122,144d31b8c91bebfdf55fa49ae4b1f73b3cf1a65e255e4e5bdb0e1658617581fc
outputs/constant_sensitivity/bootstrap_draws_band_shift.csv,3764,c3b79e0482d05f5ab9bcb751c01bae6b6ee84ee3e9b68e7e7808992ff698e2c3
outputs/constant_sensitivity/bootstrap_draws_band_width.csv,1873,fcc890a7dc1535c16b5dc2b5bff691b7b584b9bd9599acef1995aed0baef1486
outputs/constant_sensitivity/bootstrap_draws_conclusions.csv,905,e7e81221cb6d347a350e538b89b9ffb9c55155b84803e1d66e144a5513f7b2e4
outputs/constant_sensitivity/bootstrap_draws_summary.json,2930,89021323900a79914b2d40857bddc38e4c0de79d0cf0a3f3fa356bbb17724610
outputs/constant_sensitivity/horizon_sweep.csv,1419,414d04733205e7afee3cb06c86e6767e204bdc57dbbf340e0cd7bd3761ee1de7
outputs/constant_sensitivity/landmark_sweep.csv,1827,024911298902fd6b065edaf9986ce449d9da6d64d76fb15c9419da537a1b75f8
outputs/constant_sensitivity/merge_curves_draws_1000/cumulative_merge.csv,21084,f004c6f27d949cb87d9cbe5e25ff5da87ac4a45c5249600f3d07b1a6f9590238
outputs/constant_sensitivity/merge_curves_draws_1000/summary.json,2816,a64ab87fea08c68b6361c7f3ace13bccbebf3f867f2567aada4725ef4a082e2f
outputs/constant_sensitivity/merge_curves_draws_2000/cumulative_merge.csv,21121,15645f2fb46d6d15666c01035b865f320de603b63ee69ecf6fb54eed776fde24
outputs/constant_sensitivity/merge_curves_draws_2000/summary.json,2818,27d71582db9ce2b848cd4a154c18aead7a6d99152f53e70c8280b270e1ee41a4
outputs/constant_sensitivity/merge_curves_draws_400/cumulative_merge.csv,21116,2df95a263eed9cef747416131041c1d6bcbc95149dd13907fff395e91de5d86e
outputs/constant_sensitivity/merge_curves_draws_400/summary.json,2817,2ac6e92a422eba879b734b159016f284778f79b495e5270ac493a33b0da55df2
outputs/constant_sensitivity/merge_curves_draws_4000/cumulative_merge.csv,21140,1b5cda4a36111bc5984f250b122024dd9abc95a6d34468fa8bd91d8bdb4dbf1b
outputs/constant_sensitivity/merge_curves_draws_4000/summary.json,2817,4afd300aba21d19d186bb3b19aaa3ecf538af9d2fde195093d653101dd1fd4f5
outputs/constant_sensitivity/response_window_sweep.csv,1405,ad06609ec7865f01627584353803f0ab5c394baa3fc12db2c8f51b49789f9dfb
outputs/constant_sensitivity/summary.json,10231,38d60b3f8adf1c703aab3b255aeda52e30ac0d3e15f9b2e85cbed2d6f6f7fa6b
outputs/coordination_topology/exact_author_stratum_matched_pairs.parquet,125417,36b44473dac8bda4192ca0327a4dd73810b7bf411a14b6ad99da5d24fbc63002
outputs/coordination_topology/matched_visibility_contrasts.csv,2551,60fb7fe9cc21fe5ccee97a20350f5e982f2e464b2871f7ca261f7bfacb5f0933
outputs/coordination_topology/matched_visibility_quality.csv,338,d4948a9ef0fe35c2ed588cd83a233b2641451ad004fb73e9d86ff5030e65e434
outputs/coordination_topology/participation_funnel.csv,247,f2da9121c8889b08ee46ead5d095e6d4b97b1af8785530c601cce99599011157
outputs/coordination_topology/route_direct_contrasts.csv,1546,d08e5b78922bd84d5dcbd6991671150ad16257e08094d4b56bf151cf06f68ac6
outputs/coordination_topology/route_direct_contrasts_leave_one_out.csv,44165,674d8f3117d2dcc85be2a80e85b4dbee25a39567905f303716f060c1c7250df6
outputs/coordination_topology/route_pretrigger_features.parquet,147579,5190ee9e19d970bb210da6d1668c8e72953e93b79fd264b025ef94fe46bada0f
outputs/coordination_topology/route_speed_summary.csv,597,67a779936cb5ef2a84911840067fb3086fbd0b8f4ddf3d1aac5fbc09c1b5f111
outputs/coordination_topology/summary.json,1209,2487be81ffc27267f8c816b2f3530b660b6502cc70ba45721bc2106bb5f20c13
outputs/coordination_topology/thread_continuity_summary.csv,168,ee32b5b8929b71768339217fc4612a090db1c84825f6bdaa0eb0a09e15455423
outputs/cross_agent_review/coverage.csv,171,bf98f28e0e5d7d0ebaa6dbea5cafcdf88eafcddf1e9585d09e8863bb7ff83719
outputs/cross_agent_review/cross_agent_matrix.csv,1210,cc0fc6fb24b083b2f512346849004311652610b26d493e02805bf0d48be3379c
outputs/cross_agent_review/cross_feedback_response_chains.parquet,390570,080ee460b12bb0286238cbc60fd4536777c95b9e7dfd7f0d3c997626a1a9954d
outputs/cross_agent_review/cross_feedback_response_events.parquet,817389,f7aae131f9984939b5c9cb0bbe66aa1fd0ef93b028abf2f5ce60c54cc5e7101d
outputs/cross_agent_review/exact_stratum_matched_pairs.parquet,141844,5646c05682f369b8bb80ec20a43f1f9ed7988c40acfb3a7529223b959ef3aea9
outputs/cross_agent_review/feedback_48h_landmark_cohort.parquet,101973,caa8c5a7b7375a0ab01a789d7a6333ecd342904c70cfdc32a8598f4ef70fe721
outputs/cross_agent_review/feedback_48h_landmark_models.csv,1399,b7cea9eba5f37a65d7f6829532beaa392bc7219d96a386749a99fe3391613b78
outputs/cross_agent_review/feedback_48h_landmark_summary.csv,251,5c045151311ef198c561bf9dfbef15c39fbbdd4efa59abf79ec50e05b1a274f6
outputs/cross_agent_review/feedback_forms.csv,453,ca374a7453b0a16a0dac6470006f0acd894f192480fc81fb0054e842614d21c2
outputs/cross_agent_review/first_agent_feedback_cohort.parquet,2817206,c903e901a2843e79c270fcf0be1f5976516f9edf51297970b897f78bcc628e51
outputs/cross_agent_review/first_cross_feedback_timing.csv,117,2af2f066b2dd45869a024d67b6b697fd64eea42a6164b5f6a7858740eabf1861
outputs/cross_agent_review/landmark_descriptive.csv,102,897c0a49c96e9ea48449fd4061144c98b08fa84af39c398bdfb983d2cb3ec7de
outputs/cross_agent_review/matched_relation_summary.csv,573,684a50119f604879e2f5f6a7b9e3f791824abe105bc8a332dc29edbe38c752bd
outputs/cross_agent_review/pair_response_rates.csv,6219,7d77d617c523d9121dfb4e37f45b135967c29e17087346147279c4e7ef3587fb
outputs/cross_agent_review/relation_comparison.csv,719,f18726a5ee84631b5cdf03c3c62d55eacfa07cedec4914ed09bd7d5259e22f1b
outputs/cross_agent_review/response_actor_roles.csv,1409,91674736b085ef98da30e21f48458c590ab9a047451a8a01c8b09117323568e9
outputs/cross_agent_review/response_chain_summary.csv,287,7d9aa9d6685013e7899ad9d35e7fe21e7ef25a9a2898ea22a13a4ef6f3aea8d2
outputs/cross_agent_review/summary.json,1208,479cd8568a8e4cc84ccda8027ab96a85c6f266ddd9bb14acd4a2a8b0298bee1a
outputs/deep_coordination/README.md,3921,0aec8067af11a257b7944dc391e76d7b2e4a512deb0655ac0ac9cbb76909a1bf
outputs/deep_coordination/automation_episode_transition_summary.csv,6088,0ed0e5a9678827dc28b9e45e44565e72005e972f83bf1593429438e6933ca740
outputs/deep_coordination/automation_episode_transitions.parquet,110222,a91415db42fe9310030d71cea91e86d8cfb3d20505e683901ea3930603b75866
outputs/deep_coordination/automation_leave_one_out.csv,301242,ac30798388908f5e239a2ab323cba460b0eb41009fd327cbccbaef69414ccdf3
outputs/deep_coordination/automation_leave_one_out_ranges.csv,3841,21b6e2f2142197a8acb5b40fa33332f69fe6cb129c4add6e2e01d3f9d997fbc3
outputs/deep_coordination/automation_order_permutation_placebo.csv,2282,d197e8e60ee2c0924f3a729180b760a5d105fe0dfaaa7a9bb825a574b78de156
outputs/deep_coordination/concentration_summary.csv,294,b5875a440cbc0a7a1426e81efd1523b9d897df9e8cf1eb9f0f305f9f12426cff
outputs/deep_coordination/data_quality_checks.csv,1431,cde42df505d352b1beb2b42c82d3055e29840c357933d6ee50c9950167366108
outputs/deep_coordination/episode_sessionization_summary.csv,328,c136aa8a4738e171989a83ddf4e3c318540f4acfa12b1e950e0f83a87bd18488
outputs/deep_coordination/mapped_first_next_owner.parquet,47651,a5406c59ab47b0243f493c2f1a42eb2221f8a11d27de5bfb82ffddd8c393142d
outputs/deep_coordination/mapped_first_next_owner_summary.csv,2569,09cc5cc5682c54ec7c4cbbc33e2be6aca8edc74d9d6c9a38e8eeb55226a0dfa5
outputs/deep_coordination/mapped_product_order_placebo_detail.parquet,22892,056406d81a18aca05b635a104cacc6945b53b13d07984f4c3eab067e860fb19a
outputs/deep_coordination/mapped_product_order_placebo_summary.csv,701,1401e0cb8f326bdefc4019b98547731c1c7c5b70b1b5a8404d8628634213ccba
outputs/deep_coordination/next_owner_leave_one_out.csv,143355,3efe28425dc7b6b20837e83d33f5097e62b6084a0b31d5d2c5384dd26f51b058
outputs/deep_coordination/next_owner_leave_one_out_ranges.csv,1516,f84e4872b63802370853b5420368ab33297fed6e6a9e6cd48516768a6e42dc08
outputs/deep_coordination/product_placebo_leave_one_out.csv,11028,2fa09985cf62574f7ccdb9e342149b499e183822bbc2ea85d99792dfda1e8323
outputs/deep_coordination/product_placebo_leave_one_out_ranges.csv,344,daaaed7035c18375a8204af5790269d952d674f52fbad8d76ac277ab85a256ca
outputs/deep_coordination/summary.json,3368,d3bd63cda472187791db128ba68c201d62063d04e76d6428a698f95d90b03e29
outputs/external_validation/actionability_transfer_probe/README.md,656,b275b1f766ded16092e3029fdd5b52fbb3f297754415bb8070f101e4f5c27f4d
outputs/external_validation/actionability_transfer_probe/leave_one_source_out.csv,703,dfff70dd577058074384509e040c15e2db0315af32df4179c147ac88948b91f6
outputs/external_validation/actionability_transfer_probe/manifest.json,669,bc84eacdee796eee9aad52151a89368dbd73667fda4fd426d96a214dedf7ef07
outputs/external_validation/codage_attribution_sensitivity/README.md,1118,654fe3da40e421962d8752ed9c3d9e1d0d7b7fbafc7d4d662abf2964bbef24c4
outputs/external_validation/codage_attribution_sensitivity/attribution_coverage.csv,374,e96787acee5ec29d3f03330d35648725dd0b2fe298437af5208a500ce7573dcd
outputs/external_validation/codage_attribution_sensitivity/later_merge_sensitivity.csv,885,84a08947a392ca58fdc928556a2f902c289c1b891cc89bb85b6813dea2e4b537
