failed_id,successor_id,repo_url,transition_mode,prior_agent,current_agent,same_contributor,changed_agent,days_to_successor,shared_files,shared_non_generic_files,example_shared_file,recovered_within_30d,failed_prs_per_successor,prior_title,successor_title,prior_url,successor_url,path_type,manual_same_task,manual_intentional_handoff,manual_confidence,manual_note
3626419357,3763804901,https://api.github.com/repos/nodetool-ai/nodetool,different contributor / different agent,OpenAI_Codex,Copilot,False,True,11.34736111111111,1,0,README.md,True,3,Update README with fact-checked overview,Add React Native mobile app for Mini Apps,https://github.com/nodetool-ai/nodetool/pull/191,https://github.com/nodetool-ai/nodetool/pull/240,generic_only,,,,
3675295739,3735098961,https://api.github.com/repos/PostHog/posthog,different contributor / different agent,Copilot,Cursor,False,True,15.117060185185185,1,0,pnpm-lock.yaml,True,1,Add regression tests for process snapshots meta patching fix,fix: Documentation button link,https://github.com/PostHog/posthog/pull/42299,https://github.com/PostHog/posthog/pull/43473,generic_only,,,,
3780048696,3787277233,https://api.github.com/repos/chaibuilder/sdk,different contributor / different agent,Google_Jules,Copilot,False,True,0.9077893518518518,1,0,package-lock.json,False,1,Fix PR comments for design tokens,fix: prevent eager evaluation of components with external dependencies,https://github.com/chaibuilder/sdk/pull/481,https://github.com/chaibuilder/sdk/pull/489,generic_only,,,,
3871648718,3940680716,https://api.github.com/repos/zitadel/zitadel,different contributor / different agent,Copilot,OpenAI_Codex,False,True,15.589756944444444,1,0,pnpm-lock.yaml,True,1,chore(deps): bump next from 16.1.3 to 16.1.5 in /apps/docs,docs: update fumadocs dependencies,https://github.com/zitadel/zitadel/pull/11464,https://github.com/zitadel/zitadel/pull/11594,generic_only,,,,
3922565957,3924461875,https://api.github.com/repos/openclaw/openclaw,different contributor / different agent,OpenAI_Codex,Cursor,False,True,0.3952662037037037,1,0,CHANGELOG.md,False,2,Gateway: add commands.list slash command metadata API,Cursor/cloud agent 1770777372587 3zom0,https://github.com/openclaw/openclaw/pull/13531,https://github.com/openclaw/openclaw/pull/13833,generic_only,,,,
3113346977,3797412840,https://api.github.com/repos/reown-com/appkit,different contributor / different agent,Devin,Claude_Code,False,True,0.13918981481481482,5,4,packages/appkit/exports/constants.ts,True,13,Remove wallet guide component and related functionality (APKT-2883),feat(headless): improve deeplink handling,https://github.com/reown-com/appkit/pull/4457,https://github.com/reown-com/appkit/pull/5456,non_generic,,,,
3294027389,3298113262,https://api.github.com/repos/gensx-inc/gensx,different contributor / different agent,Cursor,OpenAI_Codex,False,True,1.111875,2,2,packages/gensx/src/dev-server/execution-handler.ts,True,1,Implement ticket 912 changes,chore: update examples for @gensx/vercel-ai 0.4.0,https://github.com/gensx-inc/gensx/pull/913,https://github.com/gensx-inc/gensx/pull/917,non_generic,,,,
3302828153,3318964606,https://api.github.com/repos/gofiber/fiber,different contributor / different agent,Copilot,OpenAI_Codex,False,True,2.219097222222222,1,1,middleware/static/static_test.go,True,1,🐛 Fix static middleware subdirectory browsing redirects losing URL prefix,🧹 chore: delay routing error creation,https://github.com/gofiber/fiber/pull/3668,https://github.com/gofiber/fiber/pull/3683,non_generic,,,,
3539231229,3541495583,https://api.github.com/repos/web-infra-dev/rspack,different contributor / different agent,Copilot,OpenAI_Codex,False,True,0.01733796296296296,9,9,crates/rspack_core/src/cache/persistent/occasion/make/alternatives/module.rs,False,1,Refactor BoxModule from type alias to struct wrapper,refactor: wrap module trait objects in BoxModule newtype,https://github.com/web-infra-dev/rspack/pull/11966,https://github.com/web-infra-dev/rspack/pull/11979,non_generic,,,,
3724256083,4027670428,https://api.github.com/repos/digitallyinduced/ihp,different contributor / different agent,Copilot,OpenAI_Codex,False,True,17.94261574074074,1,1,ihp/ihp.cabal,True,2,Convert incomplete pattern warnings to compile-time errors,Dev-only job poller trigger self-heal,https://github.com/digitallyinduced/ihp/pull/2186,https://github.com/digitallyinduced/ihp/pull/2470,non_generic,,,,
3756962943,3774451098,https://api.github.com/repos/HolmesGPT/holmesgpt,different contributor / different agent,OpenAI_Codex,Copilot,False,True,0.5763657407407408,1,1,holmes/plugins/toolsets/__init__.py,False,3,replace kubectl/jq with new python tool,Add JSON filtering and thin wrapper search APIs to OpenSearch toolsets,https://github.com/HolmesGPT/holmesgpt/pull/1229,https://github.com/HolmesGPT/holmesgpt/pull/1296,non_generic,,,,
3769749861,3773200979,https://api.github.com/repos/HolmesGPT/holmesgpt,different contributor / different agent,OpenAI_Codex,Copilot,False,True,0.09122685185185185,1,1,evals_per_branch.json,True,1,Add anthropic code mode support for CLI and API,Remove evals_per_branch.json,https://github.com/HolmesGPT/holmesgpt/pull/1271,https://github.com/HolmesGPT/holmesgpt/pull/1291,non_generic,,,,
3795615666,3909530962,https://api.github.com/repos/anomalyco/opencode,different contributor / different agent,Copilot,OpenAI_Codex,False,True,28.596319444444443,4,4,packages/app/src/components/terminal.tsx,False,3,Remove batch-onboard.ts containing exposed personal data,feat(web): Add Kanagawa theme,https://github.com/anomalyco/opencode/pull/7431,https://github.com/anomalyco/opencode/pull/12581,non_generic,,,,
3799760043,3799949025,https://api.github.com/repos/OliverZhaohaibin/iPhotron-LocalPhotoAlbumManager,different contributor / different agent,Copilot,Google_Jules,False,True,0.020324074074074074,2,2,src/iPhoto/gui/ui/controllers/window_theme_controller.py,False,2,Fix gallery grid transparency in frameless window,Fix transparent gallery view in Windows frameless mode,https://github.com/OliverZhaohaibin/iPhotron-LocalPhotoAlbumManager/pull/529,https://github.com/OliverZhaohaibin/iPhotron-LocalPhotoAlbumManager/pull/531,non_generic,,,,
3872672468,3974139061,https://api.github.com/repos/rolldown/rolldown,different contributor / different agent,Copilot,Claude_Code,False,True,4.012581018518518,1,1,crates/rolldown/src/module_loader/module_task.rs,False,2,Add moduleInfo.isCommonJS property for Rollup compatibility,perf: replace sugar_path::relative with memchr-accelerated relative_to_slash,https://github.com/rolldown/rolldown/pull/8131,https://github.com/rolldown/rolldown/pull/8419,non_generic,,,,
3888513307,3910126506,https://api.github.com/repos/oraios/serena,different contributor / different agent,Claude_Code,Copilot,False,True,3.1927893518518515,1,1,src/serena/config/serena_config.py,True,1,Git Worktree Support for Serena,Filter news items by installation date,https://github.com/oraios/serena/pull/986,https://github.com/oraios/serena/pull/1000,non_generic,,,,
3911652169,3911662132,https://api.github.com/repos/OliverZhaohaibin/iPhotron-LocalPhotoAlbumManager,different contributor / different agent,OpenAI_Codex,Copilot,False,True,0.0006597222222222222,1,1,src/iPhoto/gui/ui/widgets/edit_curve_section.py,True,1,[WIP] Fix display issue of curve handles in edit mode,"Stabilize edit sidebar UI: curve/levels handles, icon alignment, and selective color UX",https://github.com/OliverZhaohaibin/iPhotron-LocalPhotoAlbumManager/pull/680,https://github.com/OliverZhaohaibin/iPhotron-LocalPhotoAlbumManager/pull/681,non_generic,,,,
3928658236,3969098092,https://api.github.com/repos/vercel/next.js,different contributor / different agent,Cursor,OpenAI_Codex,False,True,1.910972222222222,1,1,.github/workflows/build_and_test.yml,True,1,[ci] Run Cache Component jobs with Turbopack,docs(deploying): add Hostinger Web Apps Hosting to Node.js deployment options,https://github.com/vercel/next.js/pull/89853,https://github.com/vercel/next.js/pull/90246,non_generic,,,,
3929320825,3938363281,https://api.github.com/repos/vercel/workflow,different contributor / different agent,OpenAI_Codex,Cursor,False,True,0.590787037037037,1,1,packages/next/src/index.ts,False,1,ci: run canary matrix on pull requests,Workflow empty state prompt,https://github.com/vercel/workflow/pull/1014,https://github.com/vercel/workflow/pull/1040,non_generic,,,,
3979038070,4002065721,https://api.github.com/repos/better-auth/better-auth,different contributor / different agent,OpenAI_Codex,Cursor,False,True,2.2675462962962962,1,1,packages/core/src/db/adapter/factory.ts,True,2,fix(core): deterministic model/field resolution for user/account collisions,docs: make OAuth proxy content clearer,https://github.com/better-auth/better-auth/pull/8115,https://github.com/better-auth/better-auth/pull/8190,non_generic,,,,
3222995485,3326515247,https://api.github.com/repos/langfuse/langfuse,different contributor / same agent,Cursor,Cursor,False,False,10.685868055555556,1,0,pnpm-lock.yaml,False,1,feat(ui): update setup tracing page for clarity,Add and enable react-scan for @langfuse.com users,https://github.com/langfuse/langfuse/pull/7825,https://github.com/langfuse/langfuse/pull/8566,generic_only,,,,
3378528454,3406478790,https://api.github.com/repos/openai/codex,different contributor / same agent,OpenAI_Codex,OpenAI_Codex,False,False,8.263564814814814,1,0,README.md,True,2,Add trailing newline to README,Align user history message prefix width,https://github.com/openai/codex/pull/3091,https://github.com/openai/codex/pull/3467,generic_only,,,,
3532945646,3538943255,https://api.github.com/repos/openai/codex,different contributor / same agent,OpenAI_Codex,OpenAI_Codex,False,False,1.4230324074074074,1,0,README.md,False,3,Update Homebrew install instructions to use cask,Expose session id to exec environments,https://github.com/openai/codex/pull/5378,https://github.com/openai/codex/pull/5481,generic_only,,,,
3855246829,3969306611,https://api.github.com/repos/affaan-m/everything-claude-code,different contributor / same agent,OpenAI_Codex,OpenAI_Codex,False,False,22.38162037037037,1,0,README.md,False,1,Codex/create pg branch for postgresql development ktwinl,Fix SessionStart hook fallback and add adapter drift guards,https://github.com/affaan-m/everything-claude-code/pull/86,https://github.com/affaan-m/everything-claude-code/pull/257,generic_only,,,,
3899971951,3903711419,https://api.github.com/repos/openclaw/openclaw,different contributor / same agent,OpenAI_Codex,OpenAI_Codex,False,False,0.009849537037037037,1,0,CHANGELOG.md,True,1,Telegram: label topic sessions with topic names,chore: apply local workspace updates,https://github.com/openclaw/openclaw/pull/9439,https://github.com/openclaw/openclaw/pull/9911,generic_only,,,,
3912523188,3948690609,https://api.github.com/repos/openclaw/openclaw,different contributor / same agent,OpenAI_Codex,OpenAI_Codex,False,False,0.4801157407407407,1,0,pnpm-lock.yaml,False,1,fix: GitHub tarball dependency lacks integrity verification in pnpm lock,Codex/sprint1 foundations pr c temporal scaffold,https://github.com/openclaw/openclaw/pull/11809,https://github.com/openclaw/openclaw/pull/18256,generic_only,,,,
3912807338,3956594957,https://api.github.com/repos/steipete/CodexBar,different contributor / same agent,OpenAI_Codex,OpenAI_Codex,False,False,9.764004629629628,1,0,README.md,True,1,Port CodexBar usage display scaffold to iOS + WidgetKit,OpenRouter provider follow-up,https://github.com/steipete/CodexBar/pull/333,https://github.com/steipete/CodexBar/pull/396,generic_only,,,,
3931639409,4052545675,https://api.github.com/repos/superplanehq/superplane,different contributor / same agent,Cursor,Cursor,False,False,26.101319444444442,1,0,README.md,True,5,Readme Norwegian translation,chore: remove Header versioning off label,https://github.com/superplanehq/superplane/pull/3073,https://github.com/superplanehq/superplane/pull/3412,generic_only,,,,
3933283617,4018820407,https://api.github.com/repos/calimero-network/core,different contributor / same agent,Cursor,Cursor,False,False,3.3154513888888886,1,0,Cargo.lock,True,3,Hash comparison sync issues,feat(merod): Add KMS self-attestation preflight checks and codify release isolation model,https://github.com/calimero-network/core/pull/1974,https://github.com/calimero-network/core/pull/2050,generic_only,,,,
3943051653,3950012084,https://api.github.com/repos/openclaw/openclaw,different contributor / same agent,OpenAI_Codex,OpenAI_Codex,False,False,0.024305555555555556,1,0,CHANGELOG.md,False,7,macOS: add child gateway launch mode and harden gateway auth propagation,Codex/e1 f1 s1 contracts trace envelope,https://github.com/openclaw/openclaw/pull/16796,https://github.com/openclaw/openclaw/pull/18680,generic_only,,,,
3949098438,3950012084,https://api.github.com/repos/openclaw/openclaw,different contributor / same agent,OpenAI_Codex,OpenAI_Codex,False,False,0.03253472222222222,1,0,CHANGELOG.md,False,7,Slack: add rich text previews for modal inputs,Codex/e1 f1 s1 contracts trace envelope,https://github.com/openclaw/openclaw/pull/18472,https://github.com/openclaw/openclaw/pull/18680,generic_only,,,,
3949163370,3950012084,https://api.github.com/repos/openclaw/openclaw,different contributor / same agent,OpenAI_Codex,OpenAI_Codex,False,False,0.032581018518518516,1,0,CHANGELOG.md,False,7,Slack: add media block fallback text handling,Codex/e1 f1 s1 contracts trace envelope,https://github.com/openclaw/openclaw/pull/18485,https://github.com/openclaw/openclaw/pull/18680,generic_only,,,,
3949713726,3949879385,https://api.github.com/repos/openclaw/openclaw,different contributor / same agent,OpenAI_Codex,OpenAI_Codex,False,False,0.03554398148148148,1,0,CHANGELOG.md,True,1,Codex/sprint1 governance and contracts,Cron: route reminders by session namespace,https://github.com/openclaw/openclaw/pull/18596,https://github.com/openclaw/openclaw/pull/18637,generic_only,,,,
3964681326,3965355357,https://api.github.com/repos/openclaw/openclaw,different contributor / same agent,OpenAI_Codex,OpenAI_Codex,False,False,0.10733796296296295,1,0,CHANGELOG.md,False,5,Security/Voice Call: enforce exact webhook path matching,Installer smoke: add unsupported Node-path regression,https://github.com/openclaw/openclaw/pull/21194,https://github.com/openclaw/openclaw/pull/21307,generic_only,,,,
3999674052,4011583391,https://api.github.com/repos/openclaw/openclaw,different contributor / same agent,OpenAI_Codex,OpenAI_Codex,False,False,1.9724305555555555,1,0,pnpm-lock.yaml,True,4,feat(plugin): add Secret Wallet extension package with selective inject,fix(ui): avoid toSorted in cron suggestions,https://github.com/openclaw/openclaw/pull/28462,https://github.com/openclaw/openclaw/pull/31775,generic_only,,,,
3098876949,3101804659,https://api.github.com/repos/oven-sh/bun,different contributor / same agent,OpenAI_Codex,OpenAI_Codex,False,False,0.07689814814814815,1,1,src/js/node/net.ts,False,4,Fix net maxConnections when connections close,Add TLS session callback test,https://github.com/oven-sh/bun/pull/19973,https://github.com/oven-sh/bun/pull/20045,non_generic,,,,
3109106540,3153897525,https://api.github.com/repos/GLEECBTC/gleec-wallet,different contributor / same agent,OpenAI_Codex,OpenAI_Codex,False,False,11.103969907407407,5,5,lib/views/wallets_manager/widgets/hdwallet_mode_switch.dart,False,2,feat(login): HD wallet toggle state storage and remove toggle from wallet creation,feat(wallet): validate wallet name and allow import renaming,https://github.com/GLEECBTC/gleec-wallet/pull/2732,https://github.com/GLEECBTC/gleec-wallet/pull/2792,non_generic,,,,
3202261102,3203302052,https://api.github.com/repos/GLEECBTC/gleec-wallet,different contributor / same agent,OpenAI_Codex,OpenAI_Codex,False,False,0.21072916666666666,2,2,lib/views/wallet/coin_details/coin_details_info/coin_addresses.dart,True,1,fix(trezor): show confirm address popup during address creation,fix(app): set wallet as homepage,https://github.com/GLEECBTC/gleec-wallet/pull/2870,https://github.com/GLEECBTC/gleec-wallet/pull/2873,non_generic,,,,
3290868694,3371052471,https://api.github.com/repos/amantus-ai/vibetunnel,different contributor / same agent,Claude_Code,Claude_Code,False,False,10.120358796296296,1,1,web/src/server/services/tailscale-serve-service.ts,False,1,Fix Tailscale Serve toggle causing connection errors,Fix Tailscale Integration and Add Complete iOS Support,https://github.com/amantus-ai/vibetunnel/pull/509,https://github.com/amantus-ai/vibetunnel/pull/542,non_generic,,,,
3375272868,3393940812,https://api.github.com/repos/langfuse/langfuse,different contributor / same agent,Cursor,Cursor,False,False,5.044259259259259,1,1,web/src/pages/project/[projectId]/prompts/metrics.tsx,True,1,Fix score column resizing in prompt metrics,feat(support):Include ticket id in email subject,https://github.com/langfuse/langfuse/pull/8864,https://github.com/langfuse/langfuse/pull/8991,non_generic,,,,
3495680056,3510393310,https://api.github.com/repos/Shelf-nu/shelf.nu,different contributor / same agent,OpenAI_Codex,OpenAI_Codex,False,False,0.024502314814814814,77,76,.husky/commit-msg,True,1,feat: add prosemirror-based EditorV2,feat: custom field deletion,https://github.com/Shelf-nu/shelf.nu/pull/2100,https://github.com/Shelf-nu/shelf.nu/pull/2113,non_generic,,,,
3771092113,3780880262,https://api.github.com/repos/HolmesGPT/holmesgpt,different contributor / same agent,OpenAI_Codex,OpenAI_Codex,False,False,3.506712962962963,38,38,.github/actions/setup-kind-cluster/action.yml,True,2,Replace Tempo comparative trace tool with runbook guidance,Add support for eval additional system prompt URL,https://github.com/HolmesGPT/holmesgpt/pull/1277,https://github.com/HolmesGPT/holmesgpt/pull/1324,non_generic,,,,
3785295678,3789316525,https://api.github.com/repos/AndyMik90/Aperant,different contributor / same agent,Claude_Code,Claude_Code,False,False,0.2088310185185185,2,2,apps/frontend/src/shared/constants/ipc.ts,True,1,feat: Profile Environment Variables,feat: Add terminal copy/paste keyboard shortcuts for Windows/Linux,https://github.com/AndyMik90/Aperant/pull/731,https://github.com/AndyMik90/Aperant/pull/786,non_generic,,,,
3838007986,3849103194,https://api.github.com/repos/rudrankriyam/App-Store-Connect-CLI,different contributor / same agent,Cursor,Cursor,False,False,2.266701388888889,1,1,internal/asc/client.go,True,3,Client retry logic issues,Beta group tester management,https://github.com/rudrankriyam/App-Store-Connect-CLI/pull/41,https://github.com/rudrankriyam/App-Store-Connect-CLI/pull/55,non_generic,,,,
3914083872,3925249228,https://api.github.com/repos/Dimillian/CodexMonitor,different contributor / same agent,OpenAI_Codex,OpenAI_Codex,False,False,1.4983333333333333,1,1,src-tauri/src/shared/git_ui_core.rs,False,1,Document global gitignore handling,fix: detect Tailscale for App Store CLI path and hung status checks,https://github.com/Dimillian/CodexMonitor/pull/369,https://github.com/Dimillian/CodexMonitor/pull/406,non_generic,,,,
3950746188,3958869562,https://api.github.com/repos/openclaw/openclaw,different contributor / same agent,OpenAI_Codex,OpenAI_Codex,False,False,1.030185185185185,2,2,extensions/bluebubbles/src/send.test.ts,False,3,fix(bluebubbles): retry SMS when iMessage DM send fails,Codex/sync upstream main 2026 02 18,https://github.com/openclaw/openclaw/pull/18862,https://github.com/openclaw/openclaw/pull/20203,non_generic,,,,
3958869562,3959564741,https://api.github.com/repos/openclaw/openclaw,different contributor / same agent,OpenAI_Codex,OpenAI_Codex,False,False,0.12179398148148148,237,226,.env.example,False,1,Codex/sync upstream main 2026 02 18,Fix cron.run WS blocking and harden delivery recovery,https://github.com/openclaw/openclaw/pull/20203,https://github.com/openclaw/openclaw/pull/20329,non_generic,,,,
3970092100,4034064887,https://api.github.com/repos/prebid/Prebid.js,different contributor / same agent,OpenAI_Codex,OpenAI_Codex,False,False,10.889571759259258,10,10,integrationExamples/gpt/adcluster_banner_example.html,False,1,Core: migrate deprecated GPT targeting API usage to config APIs,Pubstack Adapter: resolve placement telemetry DOM id,https://github.com/prebid/Prebid.js/pull/14495,https://github.com/prebid/Prebid.js/pull/14556,non_generic,,,,
3971126776,3979050021,https://api.github.com/repos/openclaw/openclaw,different contributor / same agent,OpenAI_Codex,OpenAI_Codex,False,False,0.8445833333333332,1,1,extensions/googlechat/src/monitor.ts,False,32,fix(googlechat): log webhook target resolution failures,security: add signed policy guardrails (fail-closed),https://github.com/openclaw/openclaw/pull/22371,https://github.com/openclaw/openclaw/pull/24623,non_generic,,,,
3979619988,4007139843,https://api.github.com/repos/openclaw/openclaw,different contributor / same agent,OpenAI_Codex,OpenAI_Codex,False,False,0.0011689814814814813,2,2,src/auto-reply/reply/get-reply.ts,False,1,fix(cron): quarantine malformed jobs and harden cron UI payload rendering,fix(discord): migrate legacy guild channel keys and stabilize HOME-tilde test [AI-assisted],https://github.com/openclaw/openclaw/pull/24713,https://github.com/openclaw/openclaw/pull/30653,non_generic,,,,
3475598181,3573269098,https://api.github.com/repos/tambo-ai/tambo,same contributor / different agent,OpenAI_Codex,Cursor,True,True,0.2716087962962963,1,0,showcase/README.md,True,1,docs: refine thread auto-naming guidance,feat(ui): Update Design Token Usage in Component Library,https://github.com/tambo-ai/tambo/pull/1118,https://github.com/tambo-ai/tambo/pull/1221,generic_only,,,,
3680484081,3685251215,https://api.github.com/repos/livestorejs/livestore,same contributor / different agent,Claude_Code,OpenAI_Codex,True,True,0.9821064814814814,1,0,pnpm-lock.yaml,True,2,Reapply PR #874: multi-store docs and tooling updates,Remove issue 882 task artifacts and verify lint,https://github.com/livestorejs/livestore/pull/880,https://github.com/livestorejs/livestore/pull/883,generic_only,,,,
3765882819,3833141456,https://api.github.com/repos/koaning/wigglystuff,same contributor / different agent,Cursor,Claude_Code,True,True,18.005902777777777,1,0,package-lock.json,True,1,Radix default for widgets,Simplify browser tests: use fixture factory instead of parametrize,https://github.com/koaning/wigglystuff/pull/75,https://github.com/koaning/wigglystuff/pull/99,generic_only,,,,
3984866271,4001873145,https://api.github.com/repos/zeroclaw-labs/zeroclaw,same contributor / different agent,Claude_Code,OpenAI_Codex,True,True,1.5181712962962963,1,0,README.md,True,1,fix(channels/telegram): respect mention_only for non-text messages in groups,docs(readme): simplify README and add web deployment,https://github.com/zeroclaw-labs/zeroclaw/pull/1670,https://github.com/zeroclaw-labs/zeroclaw/pull/2098,generic_only,,,,
3134594192,3214034125,https://api.github.com/repos/wizarrrr/wizarr,same contributor / different agent,OpenAI_Codex,Cursor,True,True,27.56685185185185,2,2,app/templates/settings/index.html,False,1,Add multi-server settings,Redesign settings page for mobile elegance,https://github.com/wizarrrr/wizarr/pull/615,https://github.com/wizarrrr/wizarr/pull/681,non_generic,,,,
3166336743,3166694938,https://api.github.com/repos/oven-sh/bun,same contributor / different agent,OpenAI_Codex,Cursor,True,True,0.16873842592592592,1,1,src/bun.js/event_loop/Task.zig,True,1,Fix YesTask execution,Enable ReadableStream as stdin for Bun.spawn,https://github.com/oven-sh/bun/pull/20571,https://github.com/oven-sh/bun/pull/20582,non_generic,,,,
3189083580,3210208883,https://api.github.com/repos/567-labs/instructor,same contributor / different agent,Cursor,OpenAI_Codex,True,True,0.07878472222222221,1,1,mkdocs.yml,False,2,Propose improvements for response handlers,Update integrations to from_provider API,https://github.com/567-labs/instructor/pull/1636,https://github.com/567-labs/instructor/pull/1666,non_generic,,,,
3236789147,3319204498,https://api.github.com/repos/GLEECBTC/gleec-wallet,same contributor / different agent,OpenAI_Codex,Cursor,True,True,27.920659722222222,1,1,lib/views/dex/simple/form/exchange_info/exchange_rate.dart,False,2,fix(dex): correct fiat calculation,Remove duplicate nft transfer analytics event,https://github.com/GLEECBTC/gleec-wallet/pull/2939,https://github.com/GLEECBTC/gleec-wallet/pull/3070,non_generic,,,,
3262649320,3535384952,https://api.github.com/repos/livestorejs/livestore,same contributor / different agent,Claude_Code,OpenAI_Codex,True,True,4.035046296296296,2,1,packages/@livestore/livestore/src/store/store-types.ts,True,2,fix: implement comprehensive LiveStore events API with streaming and advanced filtering,Allow useQuery to accept Queryable inputs and add type guard,https://github.com/livestorejs/livestore/pull/514,https://github.com/livestorejs/livestore/pull/771,non_generic,,,,
3307526949,3654669155,https://api.github.com/repos/phantompane/phantom,same contributor / different agent,Cursor,OpenAI_Codex,True,True,28.85210648148148,1,1,packages/cli/src/handlers/completion.ts,False,1,Add phantom gh checkout --tmux* shell completion,Revert completion copy step from CLI build,https://github.com/phantompane/phantom/pull/219,https://github.com/phantompane/phantom/pull/236,non_generic,,,,
3362020335,3428642284,https://api.github.com/repos/manaflow-ai/manaflow,same contributor / different agent,Cursor,OpenAI_Codex,True,True,15.25034722222222,1,1,apps/client/src/index.css,True,1,Change background to rainbow pink,Use manual Monaco diff editor implementation [good],https://github.com/manaflow-ai/manaflow/pull/174,https://github.com/manaflow-ai/manaflow/pull/342,non_generic,,,,
3455410656,3467930434,https://api.github.com/repos/areibman/bottleneck,same contributor / different agent,OpenAI_Codex,Cursor,True,True,3.380659722222222,2,2,src/renderer/stores/uiStore.ts,False,3,Persist pull request list filters,Add pull request label filtering,https://github.com/areibman/bottleneck/pull/75,https://github.com/areibman/bottleneck/pull/84,non_generic,,,,
3511296206,3517477613,https://api.github.com/repos/iterate/iterate,same contributor / different agent,OpenAI_Codex,Claude_Code,True,True,1.0715162037037036,1,1,apps/os/backend/agent/slack-agent.ts,False,4,Allow status indicator text of tools to be templatised,feat: add standalone stalking agent with Exa research integration (non-estates changes only),https://github.com/iterate/iterate/pull/332,https://github.com/iterate/iterate/pull/353,non_generic,,,,
