threshold_hours,specification,excluded_ordered_product_pair,excluded_prs,excluded_exposed_prs,n_prs,repositories,exposed_prs,estimate,ci_low,ci_high,p_value
6,A_pretrigger_only,OpenAI_Codex -> Devin,16,4,1051,462,82,0.1901756568158144,0.0754746334522183,0.3048766801794105,0.0011554975253985186
6,B_route_decomposition,Claude_Code -> Copilot,170,16,897,400,70,0.15941996964148908,0.031818544080803035,0.2870213952021751,0.014337346883375719
6,B_route_decomposition,Claude_Code -> Cursor,61,4,1006,450,82,0.15239794827496267,0.03461544104538812,0.27018045550453723,0.01121320308293018
6,B_route_decomposition,Claude_Code -> Devin,1,0,1066,468,86,0.12844066023676515,0.013957735243957173,0.24292358522957314,0.02788344053396268
6,B_route_decomposition,Claude_Code -> OpenAI_Codex,29,5,1038,465,81,0.12216397238772861,0.006085666102797538,0.23824227867265968,0.039139285969990126
6,B_route_decomposition,Copilot -> Claude_Code,1,0,1066,468,86,0.1264501718401022,0.011527518615282742,0.2413728250649217,0.031039838075262356
6,B_route_decomposition,Copilot -> Cursor,32,4,1035,459,82,0.1381099524437826,0.022278367505359956,0.25394153738220526,0.01944272227089959
6,B_route_decomposition,Copilot -> Devin,2,0,1065,468,86,0.12782173584388723,0.013145848535412077,0.2424976231523624,0.028914953028839077
6,B_route_decomposition,Copilot -> OpenAI_Codex,57,5,1010,443,81,0.11899378758327854,0.00372476964395789,0.2342628055225992,0.043042464630312326
6,B_route_decomposition,Cursor -> Claude_Code,11,5,1056,466,81,0.13709714293865116,0.018151239601866584,0.2560430462754357,0.023879898554927562
6,B_route_decomposition,Cursor -> Copilot,82,2,985,437,84,0.11180695993520154,-0.004546435877701163,0.22816035574810423,0.05964893988133265
6,B_route_decomposition,Cursor -> Devin,1,0,1066,469,86,0.12872045328464107,0.014221351327894788,0.24321955524138736,0.027566487473983624
6,B_route_decomposition,Cursor -> OpenAI_Codex,50,2,1017,460,84,0.12031119830567065,0.004739631670852701,0.2358827649404886,0.04131619322286279
6,B_route_decomposition,Devin -> Claude_Code,1,0,1066,469,86,0.13207321729726212,0.018096724347978224,0.24604971024654604,0.023137348319472038
6,B_route_decomposition,Devin -> Copilot,22,2,1045,461,84,0.12919707107107808,0.012664911469404877,0.2457292306727513,0.02978211063893182
6,B_route_decomposition,Devin -> Cursor,37,2,1030,463,84,0.13445654787685205,0.018553463365344025,0.25035963238836006,0.022983434217012155
6,B_route_decomposition,Google_Jules -> Copilot,10,1,1057,464,85,0.12501244712895893,0.00936404894578434,0.2406608453121335,0.034119021911483374
6,B_route_decomposition,Google_Jules -> OpenAI_Codex,4,0,1063,467,86,0.12915763820895285,0.014571752744097305,0.2437435236738084,0.027160016309246023
6,B_route_decomposition,OpenAI_Codex -> Claude_Code,5,1,1062,467,85,0.1418713584268765,0.027898691592249794,0.25584402526150324,0.014698164844860914
6,B_route_decomposition,OpenAI_Codex -> Copilot,405,29,662,287,57,0.09547363026161501,-0.04354058249184001,0.23448784301507003,0.1782752674578153
6,B_route_decomposition,OpenAI_Codex -> Cursor,70,4,997,442,82,0.11017165034831708,-0.0073051866377980695,0.22764848733443221,0.06604981230987403
6,B_route_decomposition,OpenAI_Codex -> Devin,16,4,1051,462,82,0.13757511231195713,0.018998992509969864,0.2561512321139444,0.022965900896581
24,A_pretrigger_only,Claude_Code -> Copilot,170,18,897,400,86,0.20064247784617822,0.09639469390948345,0.304890261782873,0.0001617613346729342
24,A_pretrigger_only,Claude_Code -> Cursor,61,5,1006,450,99,0.19737834040119026,0.09024627908471859,0.3045104017176619,0.0003050124577853789
24,A_pretrigger_only,Claude_Code -> Devin,1,0,1066,468,104,0.18425590220908594,0.08269547705557213,0.28581632736259976,0.0003767407353190205
24,A_pretrigger_only,Claude_Code -> OpenAI_Codex,29,6,1038,465,98,0.18175317119252585,0.07815606624734464,0.285350276137707,0.0005847166745702183
24,A_pretrigger_only,Copilot -> Claude_Code,1,0,1066,468,104,0.18297033198100532,0.0812362924585045,0.28470437150350614,0.0004234392408496167
24,A_pretrigger_only,Copilot -> Cursor,32,4,1035,459,100,0.19063205291736132,0.0888078781773523,0.29245622765737034,0.00024313600186778528
24,A_pretrigger_only,Copilot -> Devin,2,0,1065,468,104,0.18181163119909846,0.08007974108575341,0.28354352131244354,0.00046043265173867246
24,A_pretrigger_only,Copilot -> OpenAI_Codex,57,6,1010,443,98,0.18079015019347747,0.07828065234906936,0.28329964803788554,0.0005468807228834222
24,A_pretrigger_only,Cursor -> Claude_Code,11,5,1056,466,99,0.1929413503020009,0.08856290164578734,0.2973197989582145,0.00029126001252864354
24,A_pretrigger_only,Cursor -> Copilot,82,2,985,437,102,0.17690322779619366,0.07349188936361147,0.2803145662287759,0.0007998055099097533
24,A_pretrigger_only,Cursor -> Devin,1,0,1066,469,104,0.1852414557316756,0.08381489923887614,0.2866680122244751,0.00034411950664381625
24,A_pretrigger_only,Cursor -> OpenAI_Codex,50,2,1017,460,102,0.18144358283923184,0.07931716796542906,0.2835699977130346,0.0004973432863977621
24,A_pretrigger_only,Devin -> Claude_Code,1,0,1066,469,104,0.18864577067715638,0.08722621176476297,0.2900653295895498,0.0002667300651090656
24,A_pretrigger_only,Devin -> Copilot,22,3,1045,461,101,0.17356588224186598,0.06871765245567446,0.2784141120280575,0.001176459987433016
24,A_pretrigger_only,Devin -> Cursor,37,2,1030,463,102,0.18685647313599155,0.08368216400167357,0.29003078227030954,0.00038575398421787524
24,A_pretrigger_only,Google_Jules -> Copilot,10,1,1057,464,103,0.18050161507532644,0.07827544003401009,0.2827277901166428,0.0005387231218688539
24,A_pretrigger_only,Google_Jules -> OpenAI_Codex,4,0,1063,467,104,0.18650906637500017,0.0851883657408592,0.28782976700914115,0.00030873123541890965
24,A_pretrigger_only,OpenAI_Codex -> Claude_Code,5,1,1062,467,103,0.19688566547486633,0.09630041881605995,0.2974709121336727,0.00012483295006207669
24,A_pretrigger_only,OpenAI_Codex -> Copilot,405,36,662,287,68,0.22807675151721976,0.10623844552308552,0.349915057511354,0.00024352082468103505
24,A_pretrigger_only,OpenAI_Codex -> Cursor,70,5,997,442,99,0.15814615297255136,0.05137319348787267,0.26491911245723004,0.0036961920776569877
24,A_pretrigger_only,OpenAI_Codex -> Devin,16,8,1051,462,96,0.1774555751248863,0.07212984618817218,0.2827813040616004,0.0009592992263927766
24,B_route_decomposition,Claude_Code -> Copilot,170,18,897,400,86,0.14646974372347646,0.029058715763888507,0.2638807716830644,0.014483346866036589
24,B_route_decomposition,Claude_Code -> Cursor,61,5,1006,450,99,0.14966805438482567,0.03951586255294835,0.25982024621670297,0.007742921821296384
24,B_route_decomposition,Claude_Code -> Devin,1,0,1066,468,104,0.12969274123347588,0.02345715265245929,0.23592832981449247,0.016723533243552382
24,B_route_decomposition,Claude_Code -> OpenAI_Codex,29,6,1038,465,98,0.13137532385683076,0.024850117198885635,0.2379005305147759,0.015641157494304402
24,B_route_decomposition,Copilot -> Claude_Code,1,0,1066,468,104,0.128700376312073,0.022050874078589563,0.23534987854555645,0.018020017180224234
24,B_route_decomposition,Copilot -> Cursor,32,4,1035,459,100,0.13983283166495425,0.03227814784288631,0.2473875154870222,0.010829056586027723
24,B_route_decomposition,Copilot -> Devin,2,0,1065,468,104,0.12819368300908351,0.021634700143861277,0.23475266587430577,0.018378840062053564
24,B_route_decomposition,Copilot -> OpenAI_Codex,57,6,1010,443,98,0.12695642871133705,0.02014825222715322,0.2337646051955209,0.019822498273265966
24,B_route_decomposition,Cursor -> Claude_Code,11,5,1056,466,99,0.138793038807342,0.028426330194665117,0.2491597474200189,0.013709843520594676
24,B_route_decomposition,Cursor -> Copilot,82,2,985,437,102,0.11395658563938965,0.0059144002788621974,0.2219987709999171,0.03871008349756824
24,B_route_decomposition,Cursor -> Devin,1,0,1066,469,104,0.13022186395311824,0.023882444491135843,0.23656128341510063,0.016388520704326535
24,B_route_decomposition,Cursor -> OpenAI_Codex,50,2,1017,460,102,0.12304356430780096,0.016285422026358173,0.22980170658924376,0.0238866997655159
24,B_route_decomposition,Devin -> Claude_Code,1,0,1066,469,104,0.13365104808410136,0.027463295551132638,0.23983880061707008,0.013630033450594983
24,B_route_decomposition,Devin -> Copilot,22,3,1045,461,101,0.12608522215795973,0.017336048533033013,0.23483439578288645,0.023061877711213232
24,B_route_decomposition,Devin -> Cursor,37,2,1030,463,102,0.13282216521649132,0.025154022422323438,0.24049030801065918,0.01561201668740447
24,B_route_decomposition,Google_Jules -> Copilot,10,1,1057,464,103,0.12775665849476842,0.02058503720572237,0.23492827978381448,0.019469105089702104
24,B_route_decomposition,Google_Jules -> OpenAI_Codex,4,0,1063,467,104,0.13071440853859032,0.0244440774150137,0.23698473966216693,0.01591797740839582
24,B_route_decomposition,OpenAI_Codex -> Claude_Code,5,1,1062,467,103,0.142135974022769,0.03648628504161783,0.2477856630039202,0.008368214218674903
24,B_route_decomposition,OpenAI_Codex -> Copilot,405,36,662,287,68,0.12703884593436762,-0.01037725877486223,0.2644549506435975,0.0699934146129266
24,B_route_decomposition,OpenAI_Codex -> Cursor,70,5,997,442,99,0.10865037555770807,-0.000916014412711913,0.21821676552812805,0.05194636323321249
24,B_route_decomposition,OpenAI_Codex -> Devin,16,8,1051,462,96,0.12415344117139267,0.015303189163130032,0.2330036931796553,0.025383616937366602
48,A_pretrigger_only,Claude_Code -> Copilot,170,19,897,400,90,0.1972884816099682,0.0935176186454779,0.3010593445744585,0.00019433375273795325
48,A_pretrigger_only,Claude_Code -> Cursor,61,5,1006,450,104,0.18470083248233482,0.07821228073882568,0.29118938422584395,0.0006751115515636302
48,A_pretrigger_only,Claude_Code -> Devin,1,0,1066,468,109,0.1719849500765054,0.07087317085786826,0.27309672929514256,0.0008567475560889419
48,A_pretrigger_only,Claude_Code -> OpenAI_Codex,29,6,1038,465,103,0.16878376637222212,0.06568119645620492,0.2718863362882393,0.001334045243401974
48,A_pretrigger_only,Copilot -> Claude_Code,1,0,1066,468,109,0.1703744404795179,0.06914001462183655,0.2716088663371993,0.0009718231573804626
48,A_pretrigger_only,Copilot -> Cursor,32,4,1035,459,105,0.1776953263256079,0.07606311286739162,0.2793275397838242,0.0006106685545721003
48,A_pretrigger_only,Copilot -> Devin,2,0,1065,468,109,0.169536935045144,0.06827576998003887,0.27079810011024913,0.0010326457505425198
48,A_pretrigger_only,Copilot -> OpenAI_Codex,57,6,1010,443,103,0.16733633610756052,0.06480117461967595,0.2698714975954451,0.001380768973933437
48,A_pretrigger_only,Cursor -> Claude_Code,11,5,1056,466,104,0.17796530546265693,0.07442972696989494,0.28150088395541895,0.0007545669632138473
48,A_pretrigger_only,Cursor -> Copilot,82,2,985,437,107,0.1649362183750035,0.06244968852779906,0.2674227482222079,0.0016090627634516193
48,A_pretrigger_only,Cursor -> Devin,1,0,1066,469,109,0.17294210538142968,0.07199026356589618,0.2738939471969632,0.0007860992069160361
48,A_pretrigger_only,Cursor -> OpenAI_Codex,50,2,1017,460,107,0.16875648831769463,0.06693160648218939,0.2705813701531999,0.0011610129985540026
48,A_pretrigger_only,Devin -> Claude_Code,1,0,1066,469,109,0.17672899831923414,0.07564787971291098,0.2778101169255573,0.0006107900137997776
48,A_pretrigger_only,Devin -> Copilot,22,3,1045,461,106,0.162108113568237,0.05812511580557071,0.2660911113309033,0.002246422680236427
48,A_pretrigger_only,Devin -> Cursor,37,2,1030,463,107,0.17475566666686626,0.0722052328719627,0.27730610046176984,0.0008378908679070746
48,A_pretrigger_only,Google_Jules -> Copilot,10,1,1057,464,108,0.16827907519060054,0.06664280844569084,0.26991534193551026,0.0011740501389162481
48,A_pretrigger_only,Google_Jules -> OpenAI_Codex,4,0,1063,467,109,0.17435350283025416,0.07349977920240007,0.27520722645810825,0.0007031734512505142
48,A_pretrigger_only,OpenAI_Codex -> Claude_Code,5,2,1062,467,107,0.17961319917062354,0.07836412264515483,0.28086227569609223,0.0005072004941826428
48,A_pretrigger_only,OpenAI_Codex -> Copilot,405,39,662,287,70,0.2177477266655213,0.09850613913278697,0.3369893141982556,0.0003447780247786227
48,A_pretrigger_only,OpenAI_Codex -> Cursor,70,5,997,442,104,0.146754068055826,0.04140066195772739,0.2521074741539246,0.006330171124159321
48,A_pretrigger_only,OpenAI_Codex -> Devin,16,8,1051,462,101,0.16465186108490262,0.05997109155215867,0.26933263061764656,0.0020505080103688303
48,B_route_decomposition,Claude_Code -> Copilot,170,19,897,400,90,0.14275097544223742,0.02417738196808422,0.2613245689163906,0.01829443336111629
48,B_route_decomposition,Claude_Code -> Cursor,61,5,1006,450,104,0.13503661031476252,0.023942631836576383,0.24613058879294866,0.01720163321550451
48,B_route_decomposition,Claude_Code -> Devin,1,0,1066,468,109,0.11535580374159472,0.00853337625792687,0.2221782312252626,0.03429947949673374
48,B_route_decomposition,Claude_Code -> OpenAI_Codex,29,6,1038,465,103,0.11635448553248082,0.008860485245266198,0.22384848581969544,0.033878121747134345
48,B_route_decomposition,Copilot -> Claude_Code,1,0,1066,468,109,0.11398468540739423,0.0067652403832534486,0.22120413043153503,0.03719364414618049
48,B_route_decomposition,Copilot -> Cursor,32,4,1035,459,105,0.12476539457467331,0.01624886977454186,0.23328191937480475,0.02423130245417994
48,B_route_decomposition,Copilot -> Devin,2,0,1065,468,109,0.11385988458195467,0.006723563041103067,0.2209962061228063,0.0372543586049522
48,B_route_decomposition,Copilot -> OpenAI_Codex,57,6,1010,443,103,0.11098230663261059,0.003072986328910607,0.2188916269363106,0.04382310773496897
48,B_route_decomposition,Cursor -> Claude_Code,11,5,1056,466,104,0.12143978706717458,0.011053260695286032,0.23182631343906313,0.031066509620593593
48,B_route_decomposition,Cursor -> Copilot,82,2,985,437,107,0.09968631657629327,-0.008564815289992589,0.20793744844257914,0.07109160076474165
48,B_route_decomposition,Cursor -> Devin,1,0,1066,469,109,0.11585934890184822,0.008959197100276678,0.22275950070341977,0.03365119596732296
48,B_route_decomposition,Cursor -> OpenAI_Codex,50,2,1017,460,107,0.10822056072577077,0.0006235296580840571,0.2158175917934575,0.048687049145590126
48,B_route_decomposition,Devin -> Claude_Code,1,0,1066,469,109,0.11981653594765673,0.012954988406492798,0.22667808348882068,0.027979519956492057
48,B_route_decomposition,Devin -> Copilot,22,3,1045,461,106,0.1129335943952713,0.003796297174817137,0.22207089161572546,0.04254590568521716
48,B_route_decomposition,Devin -> Cursor,37,2,1030,463,107,0.11876212156387289,0.010524373155453362,0.22699986997229243,0.03151261784193415
48,B_route_decomposition,Google_Jules -> Copilot,10,1,1057,464,108,0.11353962847235259,0.005830473130290573,0.2212487838144146,0.03882281004740017
48,B_route_decomposition,Google_Jules -> OpenAI_Codex,4,0,1063,467,109,0.11651944194936502,0.009705218302271557,0.22333366559645848,0.032512868588050865
48,B_route_decomposition,OpenAI_Codex -> Claude_Code,5,2,1062,467,107,0.12340141185055498,0.016011035192850007,0.23079178850825993,0.024310979153059475
48,B_route_decomposition,OpenAI_Codex -> Copilot,405,39,662,287,70,0.11270286592462414,-0.01930181748326587,0.24470754933251415,0.09425316672707512
48,B_route_decomposition,OpenAI_Codex -> Cursor,70,5,997,442,104,0.09533840648851623,-0.014157903652962642,0.20483471662999508,0.08790756857176102
48,B_route_decomposition,OpenAI_Codex -> Devin,16,8,1051,462,101,0.10921194798169377,5.7746771723002355e-05,0.21836614919166453,0.04987892013835139
