pair_id,treated_repo,control_repo,onset_month,event_month,log_pr_difference,pr_count_difference,merged_count_difference,baseline_log_pr_difference,baseline_pr_count_difference,baseline_merged_count_difference,log_pr_did,pr_count_did,merged_count_did
9,https://api.github.com/repos/supabase/supabase-swift,https://api.github.com/repos/JuliaSymbolics/Symbolics.jl,2025-10-01 00:00:00+00:00,-3,-0.47000362924573547,-3.0,-1.0,-0.22314355131421015,-2.0,-2.0,-0.2468600779315253,-1.0,1.0
9,https://api.github.com/repos/supabase/supabase-swift,https://api.github.com/repos/JuliaSymbolics/Symbolics.jl,2025-10-01 00:00:00+00:00,-2,0.2231435513142097,1.0,-1.0,-0.22314355131421015,-2.0,-2.0,0.44628710262841986,3.0,1.0
9,https://api.github.com/repos/supabase/supabase-swift,https://api.github.com/repos/JuliaSymbolics/Symbolics.jl,2025-10-01 00:00:00+00:00,-1,-0.22314355131421015,-2.0,-2.0,-0.22314355131421015,-2.0,-2.0,0.0,0.0,0.0
9,https://api.github.com/repos/supabase/supabase-swift,https://api.github.com/repos/JuliaSymbolics/Symbolics.jl,2025-10-01 00:00:00+00:00,0,1.0986122886681098,6.0,5.0,-0.22314355131421015,-2.0,-2.0,1.32175583998232,8.0,7.0
9,https://api.github.com/repos/supabase/supabase-swift,https://api.github.com/repos/JuliaSymbolics/Symbolics.jl,2025-10-01 00:00:00+00:00,1,0.6931471805599452,3.0,2.0,-0.22314355131421015,-2.0,-2.0,0.9162907318741553,5.0,4.0
9,https://api.github.com/repos/supabase/supabase-swift,https://api.github.com/repos/JuliaSymbolics/Symbolics.jl,2025-10-01 00:00:00+00:00,2,-0.4054651081081644,-2.0,-3.0,-0.22314355131421015,-2.0,-2.0,-0.18232155679395423,0.0,-1.0
9,https://api.github.com/repos/supabase/supabase-swift,https://api.github.com/repos/JuliaSymbolics/Symbolics.jl,2025-10-01 00:00:00+00:00,3,0.6931471805599452,3.0,2.0,-0.22314355131421015,-2.0,-2.0,0.9162907318741553,5.0,4.0
10,https://api.github.com/repos/alexbelgium/hassio-addons,https://api.github.com/repos/visgl/luma.gl,2025-11-01 00:00:00+00:00,-3,0.4519851237430572,12.0,15.0,0.0,0.0,-1.0,0.4519851237430572,12.0,16.0
10,https://api.github.com/repos/alexbelgium/hassio-addons,https://api.github.com/repos/visgl/luma.gl,2025-11-01 00:00:00+00:00,-2,1.6094379124341005,8.0,6.0,0.0,0.0,-1.0,1.6094379124341005,8.0,7.0
10,https://api.github.com/repos/alexbelgium/hassio-addons,https://api.github.com/repos/visgl/luma.gl,2025-11-01 00:00:00+00:00,-1,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0
10,https://api.github.com/repos/alexbelgium/hassio-addons,https://api.github.com/repos/visgl/luma.gl,2025-11-01 00:00:00+00:00,0,1.4853852637641216,41.0,26.0,0.0,0.0,-1.0,1.4853852637641216,41.0,27.0
10,https://api.github.com/repos/alexbelgium/hassio-addons,https://api.github.com/repos/visgl/luma.gl,2025-11-01 00:00:00+00:00,1,2.917770732084279,35.0,31.0,0.0,0.0,-1.0,2.917770732084279,35.0,32.0
10,https://api.github.com/repos/alexbelgium/hassio-addons,https://api.github.com/repos/visgl/luma.gl,2025-11-01 00:00:00+00:00,2,2.302585092994046,45.0,43.0,0.0,0.0,-1.0,2.302585092994046,45.0,44.0
10,https://api.github.com/repos/alexbelgium/hassio-addons,https://api.github.com/repos/visgl/luma.gl,2025-11-01 00:00:00+00:00,3,4.143134726391533,62.0,54.0,0.0,0.0,-1.0,4.143134726391533,62.0,55.0
11,https://api.github.com/repos/marin-community/levanter,https://api.github.com/repos/visgl/luma.gl,2025-11-01 00:00:00+00:00,-3,-0.4795730802618863,-8.0,-7.0,0.0,0.0,0.0,-0.4795730802618863,-8.0,-7.0
11,https://api.github.com/repos/marin-community/levanter,https://api.github.com/repos/visgl/luma.gl,2025-11-01 00:00:00+00:00,-2,1.791759469228055,10.0,6.0,0.0,0.0,0.0,1.791759469228055,10.0,6.0
11,https://api.github.com/repos/marin-community/levanter,https://api.github.com/repos/visgl/luma.gl,2025-11-01 00:00:00+00:00,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,https://api.github.com/repos/marin-community/levanter,https://api.github.com/repos/visgl/luma.gl,2025-11-01 00:00:00+00:00,0,-1.791759469228055,-10.0,-6.0,0.0,0.0,0.0,-1.791759469228055,-10.0,-6.0
11,https://api.github.com/repos/marin-community/levanter,https://api.github.com/repos/visgl/luma.gl,2025-11-01 00:00:00+00:00,1,-0.6931471805599453,-1.0,0.0,0.0,0.0,0.0,-0.6931471805599453,-1.0,0.0
11,https://api.github.com/repos/marin-community/levanter,https://api.github.com/repos/visgl/luma.gl,2025-11-01 00:00:00+00:00,2,-1.6094379124341003,-4.0,-2.0,0.0,0.0,0.0,-1.6094379124341003,-4.0,-2.0
11,https://api.github.com/repos/marin-community/levanter,https://api.github.com/repos/visgl/luma.gl,2025-11-01 00:00:00+00:00,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,https://api.github.com/repos/neondatabase/website,https://api.github.com/repos/reflex-dev/reflex-web,2025-08-01 00:00:00+00:00,-3,0.7472144018302207,10.0,7.0,-0.29423947299794007,-13.0,-2.0,1.0414538748281608,23.0,9.0
12,https://api.github.com/repos/neondatabase/website,https://api.github.com/repos/reflex-dev/reflex-web,2025-08-01 00:00:00+00:00,-2,0.22314355131421015,2.0,4.0,-0.29423947299794007,-13.0,-2.0,0.5173830243121502,15.0,6.0
12,https://api.github.com/repos/neondatabase/website,https://api.github.com/repos/reflex-dev/reflex-web,2025-08-01 00:00:00+00:00,-1,-0.29423947299794007,-13.0,-2.0,-0.29423947299794007,-13.0,-2.0,0.0,0.0,0.0
12,https://api.github.com/repos/neondatabase/website,https://api.github.com/repos/reflex-dev/reflex-web,2025-08-01 00:00:00+00:00,0,0.6931471805599454,8.0,8.0,-0.29423947299794007,-13.0,-2.0,0.9873866535578855,21.0,10.0
12,https://api.github.com/repos/neondatabase/website,https://api.github.com/repos/reflex-dev/reflex-web,2025-08-01 00:00:00+00:00,1,0.0,0.0,0.0,-0.29423947299794007,-13.0,-2.0,0.29423947299794007,13.0,2.0
12,https://api.github.com/repos/neondatabase/website,https://api.github.com/repos/reflex-dev/reflex-web,2025-08-01 00:00:00+00:00,2,-0.4054651081081645,-1.0,0.0,-0.29423947299794007,-13.0,-2.0,-0.11122563511022443,12.0,2.0
12,https://api.github.com/repos/neondatabase/website,https://api.github.com/repos/reflex-dev/reflex-web,2025-08-01 00:00:00+00:00,3,0.0,0.0,0.0,-0.29423947299794007,-13.0,-2.0,0.29423947299794007,13.0,2.0
13,https://api.github.com/repos/doobidoo/mcp-memory-service,https://api.github.com/repos/bzsanti/oxidizePdf,2025-11-01 00:00:00+00:00,-3,0.0,0.0,0.0,0.2231435513142097,4.0,1.0,-0.2231435513142097,-4.0,-1.0
13,https://api.github.com/repos/doobidoo/mcp-memory-service,https://api.github.com/repos/bzsanti/oxidizePdf,2025-11-01 00:00:00+00:00,-2,0.0,0.0,0.0,0.2231435513142097,4.0,1.0,-0.2231435513142097,-4.0,-1.0
13,https://api.github.com/repos/doobidoo/mcp-memory-service,https://api.github.com/repos/bzsanti/oxidizePdf,2025-11-01 00:00:00+00:00,-1,0.2231435513142097,4.0,1.0,0.2231435513142097,4.0,1.0,0.0,0.0,0.0
13,https://api.github.com/repos/doobidoo/mcp-memory-service,https://api.github.com/repos/bzsanti/oxidizePdf,2025-11-01 00:00:00+00:00,0,3.1780538303479458,23.0,22.0,0.2231435513142097,4.0,1.0,2.954910279033736,19.0,21.0
13,https://api.github.com/repos/doobidoo/mcp-memory-service,https://api.github.com/repos/bzsanti/oxidizePdf,2025-11-01 00:00:00+00:00,1,-0.2006706954621511,-2.0,-1.0,0.2231435513142097,4.0,1.0,-0.4238142467763608,-6.0,-2.0
13,https://api.github.com/repos/doobidoo/mcp-memory-service,https://api.github.com/repos/bzsanti/oxidizePdf,2025-11-01 00:00:00+00:00,2,1.6486586255873819,21.0,20.0,0.2231435513142097,4.0,1.0,1.4255150742731721,17.0,19.0
13,https://api.github.com/repos/doobidoo/mcp-memory-service,https://api.github.com/repos/bzsanti/oxidizePdf,2025-11-01 00:00:00+00:00,3,0.7672551527136671,15.0,14.0,0.2231435513142097,4.0,1.0,0.5441116013994574,11.0,13.0
14,https://api.github.com/repos/gemwalletcom/gem-ios,https://api.github.com/repos/SciML/OrdinaryDiffEq.jl,2025-11-01 00:00:00+00:00,-3,-0.030771658666753687,-1.0,-4.0,-0.18232155679395468,-1.0,1.0,0.151549898127201,0.0,-5.0
14,https://api.github.com/repos/gemwalletcom/gem-ios,https://api.github.com/repos/SciML/OrdinaryDiffEq.jl,2025-11-01 00:00:00+00:00,-2,0.22314355131421015,2.0,4.0,-0.18232155679395468,-1.0,1.0,0.40546510810816483,3.0,3.0
14,https://api.github.com/repos/gemwalletcom/gem-ios,https://api.github.com/repos/SciML/OrdinaryDiffEq.jl,2025-11-01 00:00:00+00:00,-1,-0.18232155679395468,-1.0,1.0,-0.18232155679395468,-1.0,1.0,0.0,0.0,0.0
14,https://api.github.com/repos/gemwalletcom/gem-ios,https://api.github.com/repos/SciML/OrdinaryDiffEq.jl,2025-11-01 00:00:00+00:00,0,0.2231435513142097,1.0,1.0,-0.18232155679395468,-1.0,1.0,0.4054651081081644,2.0,0.0
14,https://api.github.com/repos/gemwalletcom/gem-ios,https://api.github.com/repos/SciML/OrdinaryDiffEq.jl,2025-11-01 00:00:00+00:00,1,-2.120263536200091,-22.0,-20.0,-0.18232155679395468,-1.0,1.0,-1.9379419794061363,-21.0,-21.0
14,https://api.github.com/repos/gemwalletcom/gem-ios,https://api.github.com/repos/SciML/OrdinaryDiffEq.jl,2025-11-01 00:00:00+00:00,2,-3.367295829986474,-28.0,-24.0,-0.18232155679395468,-1.0,1.0,-3.1849742731925197,-27.0,-25.0
14,https://api.github.com/repos/gemwalletcom/gem-ios,https://api.github.com/repos/SciML/OrdinaryDiffEq.jl,2025-11-01 00:00:00+00:00,3,-2.079441541679836,-49.0,-40.0,-0.18232155679395468,-1.0,1.0,-1.8971199848858815,-48.0,-41.0
15,https://api.github.com/repos/graphistry/pygraphistry,https://api.github.com/repos/cockroachdb/cockroach,2025-11-01 00:00:00+00:00,-3,-0.2876820724517808,-1.0,0.0,0.14310084364067333,4.0,6.0,-0.4307829160924541,-5.0,-6.0
15,https://api.github.com/repos/graphistry/pygraphistry,https://api.github.com/repos/cockroachdb/cockroach,2025-11-01 00:00:00+00:00,-2,0.2876820724517808,2.0,0.0,0.14310084364067333,4.0,6.0,0.14458122881110747,-2.0,-6.0
15,https://api.github.com/repos/graphistry/pygraphistry,https://api.github.com/repos/cockroachdb/cockroach,2025-11-01 00:00:00+00:00,-1,0.14310084364067333,4.0,6.0,0.14310084364067333,4.0,6.0,0.0,0.0,0.0
15,https://api.github.com/repos/graphistry/pygraphistry,https://api.github.com/repos/cockroachdb/cockroach,2025-11-01 00:00:00+00:00,0,0.0,0.0,2.0,0.14310084364067333,4.0,6.0,-0.14310084364067333,-4.0,-4.0
15,https://api.github.com/repos/graphistry/pygraphistry,https://api.github.com/repos/cockroachdb/cockroach,2025-11-01 00:00:00+00:00,1,-1.897119984885881,-17.0,-12.0,0.14310084364067333,4.0,6.0,-2.0402208285265546,-21.0,-18.0
15,https://api.github.com/repos/graphistry/pygraphistry,https://api.github.com/repos/cockroachdb/cockroach,2025-11-01 00:00:00+00:00,2,-1.349926716949016,-20.0,-21.0,0.14310084364067333,4.0,6.0,-1.4930275605896892,-24.0,-27.0
15,https://api.github.com/repos/graphistry/pygraphistry,https://api.github.com/repos/cockroachdb/cockroach,2025-11-01 00:00:00+00:00,3,-2.6741486494265287,-27.0,-23.0,0.14310084364067333,4.0,6.0,-2.817249493067202,-31.0,-29.0
16,https://api.github.com/repos/pydantic/pydantic-ai,https://api.github.com/repos/SciML/NonlinearSolve.jl,2025-11-01 00:00:00+00:00,-3,0.16705408466316607,2.0,2.0,0.4054651081081645,1.0,0.0,-0.23841102344499843,1.0,2.0
16,https://api.github.com/repos/pydantic/pydantic-ai,https://api.github.com/repos/SciML/NonlinearSolve.jl,2025-11-01 00:00:00+00:00,-2,0.0,0.0,1.0,0.4054651081081645,1.0,0.0,-0.4054651081081645,-1.0,1.0
16,https://api.github.com/repos/pydantic/pydantic-ai,https://api.github.com/repos/SciML/NonlinearSolve.jl,2025-11-01 00:00:00+00:00,-1,0.4054651081081645,1.0,0.0,0.4054651081081645,1.0,0.0,0.0,0.0,0.0
