repo_url,onset,incumbent,entrant,entrant_user_id,same_contributor_entry,third_agent_within_window,n_pre,n_post,n_entrant,n_incumbent,pre_breadth,post_breadth,new_task_types,entrant_introduced_types,incumbent_introduced_types,entrant_integrated_types,incumbent_integrated_types,entrant_new_share,incumbent_new_share,entrant_rarity,incumbent_rarity,rarity_difference,entrant_pre_jsd,incumbent_pre_jsd,role_distance_jsd,rarefied_breadth_change
https://api.github.com/repos/angular-eslint/angular-eslint,2025-05-25 13:34:05+00:00,OpenAI_Codex,Claude_Code,900523,True,False,9,5,4,1,4,3,0,0,0,0,0,0.0,0.0,0.6666666666666667,0.7777777777777778,-0.11111111111111105,0.3637363395632863,0.6351341418438402,0.8325546111576977,-0.296
https://api.github.com/repos/breaking-brake/cc-wf-studio,2025-11-14 10:32:54+00:00,Claude_Code,Copilot,198982749,False,False,15,169,4,165,4,6,2,0,2,0,2,0.0,0.01818181818181818,0.75,0.7701010101010103,-0.020101010101010286,0.38584417511594,0.3630087159463756,0.14046736233204582,-0.36
https://api.github.com/repos/calcom/cal.com,2025-09-01 14:42:11+00:00,Devin,Claude_Code,202800161,False,False,92,14,3,11,6,5,0,0,0,0,0,0.0,0.0,0.822463768115942,0.6116600790513833,0.2108036890645587,0.5896678850678709,0.30800966169965377,0.6173745022802156,1.332
https://api.github.com/repos/cnpm/cnpmcore,2025-10-22 15:37:04+00:00,Copilot,Claude_Code,156269,False,False,8,14,5,9,3,4,2,1,1,1,0,0.4,0.1111111111111111,0.75,0.6666666666666666,0.08333333333333337,0.4790074282897417,0.3738500050430857,0.4488800494502494,0.4
https://api.github.com/repos/crewAIInc/crewAI,2025-08-12 23:08:40+00:00,Devin,Claude_Code,78872820,False,True,24,44,12,32,2,3,1,1,0,0,0,0.08333333333333333,0.0,0.6145833333333333,0.4817708333333333,0.13281249999999994,0.35098058454680753,0.19646120250862595,0.208410138743762,0.542
https://api.github.com/repos/datahub-project/datahub,2025-07-04 03:45:23+00:00,Claude_Code,Cursor,12566801,False,False,10,33,6,27,2,6,4,1,3,1,3,0.3333333333333333,0.18518518518518517,0.6,0.6074074074074074,-0.007407407407407418,0.365451351105375,0.311491255526147,0.466158082681076,1.802
https://api.github.com/repos/ddev/ddev,2025-09-15 22:48:31+00:00,Claude_Code,Copilot,198982749,False,False,13,31,20,11,5,6,2,1,1,1,1,0.4,0.09090909090909091,0.8346153846153845,0.7412587412587412,0.09335664335664329,0.432737148744495,0.29562577530172846,0.3549954733831626,0.204
https://api.github.com/repos/fern-api/fern,2025-10-21 03:59:07+00:00,Devin,Claude_Code,22457193,False,False,21,623,34,589,4,6,2,0,2,0,1,0.0,0.006791171477079796,0.6498599439775913,0.6634327754871049,-0.013572831509513605,0.3533175986375042,0.15541146637863038,0.25163299711228015,-0.868
https://api.github.com/repos/filecoin-project/lotus,2025-07-08 02:43:50+00:00,Claude_Code,Copilot,198982749,False,False,5,5,3,2,3,3,1,0,1,0,1,0.0,0.5,0.4000000000000001,0.9,-0.49999999999999994,0.4048414381378957,0.6955234176899476,0.8325546111576977,0.0
https://api.github.com/repos/gensx-inc/gensx,2025-06-13 06:41:00+00:00,OpenAI_Codex,Cursor,2553171,False,True,9,11,6,5,3,4,1,0,1,0,1,0.0,0.4,0.6296296296296297,0.8,-0.1703703703703704,0.3637363395632861,0.41366045729835554,0.5316407201760511,0.776
https://api.github.com/repos/getsentry/sentry-docs,2025-08-27 18:19:18+00:00,Cursor,Claude_Code,17350652,True,False,21,11,7,4,4,3,0,0,0,0,0,0.0,0.0,0.8503401360544218,0.6904761904761905,0.15986394557823136,0.6117769233680379,0.4115309144541713,0.7231075118680381,-0.854
https://api.github.com/repos/go-vikunja/vikunja,2025-07-21 13:26:23+00:00,OpenAI_Codex,Copilot,198982749,False,True,43,29,6,23,5,2,0,0,0,0,0,0.0,0.0,0.5271317829457365,0.513650151668352,0.013481631277384443,0.2097809220621426,0.22738695666505906,0.05611591158189689,-2.332
https://api.github.com/repos/homeassistant-ai/ha-mcp,2025-10-18 02:45:34+00:00,Claude_Code,OpenAI_Codex,3122659,True,True,15,175,21,154,4,9,5,4,1,3,1,0.38095238095238093,0.05194805194805195,0.8317460317460318,0.696103896103896,0.13564213564213579,0.42054675157952276,0.24230251210272352,0.38538112694794163,0.336
https://api.github.com/repos/juspay/neurolink,2025-09-25 08:15:10+00:00,Claude_Code,Copilot,198982749,False,False,5,57,53,4,2,6,4,3,1,1,1,0.18867924528301888,0.5,0.6452830188679246,0.7,-0.05471698113207535,0.3916479917975122,0.5605284108747594,0.6697559081971197,0.506
https://api.github.com/repos/katspaugh/wavesurfer.js,2025-10-01 12:39:37+00:00,OpenAI_Codex,Claude_Code,381895,True,False,7,5,3,2,1,3,2,0,2,0,1,0.0,1.0,0.0,1.0,-1.0,0.0,0.8325546111576977,0.8325546111576977,2.0
https://api.github.com/repos/labring/sealos,2025-09-03 12:31:22+00:00,Copilot,Claude_Code,72259332,False,True,11,7,4,3,3,2,0,0,0,0,0,0.0,0.0,0.6818181818181819,0.9090909090909091,-0.22727272727272718,0.4521825227666574,0.7325921032894358,0.46450140402245904,-0.64
https://api.github.com/repos/lancedb/lancedb,2025-10-17 15:38:33+00:00,Claude_Code,OpenAI_Codex,41898282,False,False,11,49,45,4,3,5,3,1,2,1,1,0.9777777777777777,0.5,0.997979797979798,0.5909090909090908,0.40707070707070714,0.8155512940619276,0.5056597067635076,0.8325546111576977,-0.924
https://api.github.com/repos/liam-hq/liam,2025-04-21 05:05:33+00:00,Devin,Claude_Code,31152321,False,True,40,178,71,107,6,7,1,1,0,0,0,0.014084507042253521,0.0,0.8102112676056338,0.7887850467289723,0.02142622087666146,0.3595372308152952,0.44314034160930266,0.1897435860544765,-1.252
https://api.github.com/repos/lingodotdev/lingo.dev,2025-07-15 00:31:13+00:00,Devin,Claude_Code,4712958,False,False,56,8,4,4,4,2,0,0,0,0,0,0.0,0.0,0.5892857142857143,0.5357142857142857,0.0535714285714286,0.5173953096776299,0.16439426945699556,0.46450140402245904,-0.546
https://api.github.com/repos/lobu-ai/lobu,2025-08-22 19:29:32+00:00,Claude_Code,OpenAI_Codex,82745,True,True,9,18,3,15,2,4,2,1,1,1,1,0.6666666666666666,0.3333333333333333,0.9629629629629629,0.562962962962963,0.3999999999999999,0.7537796860416835,0.39420099267245323,0.7188395628032378,1.742
https://api.github.com/repos/novuhq/novu,2025-06-04 13:17:55+00:00,Devin,Cursor,206951365,False,True,33,61,43,18,4,6,2,2,0,2,0,0.06976744186046512,0.0,0.5461592670894997,0.4848484848484849,0.06131078224101477,0.1668272864391198,0.1473982145824855,0.22731713855745625,0.682
https://api.github.com/repos/nrwl/nx,2025-06-03 17:44:52+00:00,Claude_Code,OpenAI_Codex,542458,False,True,6,34,4,30,3,4,1,1,0,1,0,0.25,0.2,0.875,0.5999999999999999,0.27500000000000013,0.6898067328910105,0.3163470570696299,0.5188256335458175,-0.196
https://api.github.com/repos/onlook-dev/onlook,2025-06-04 23:20:16+00:00,Devin,OpenAI_Codex,31864905,False,True,5,39,7,32,3,4,1,1,0,1,0,0.14285714285714285,0.0,0.7714285714285714,0.4625,0.30892857142857133,0.5207367196098371,0.22148945232441883,0.5590332900849261,-0.966
https://api.github.com/repos/operately/operately,2025-09-17 11:56:04+00:00,Copilot,OpenAI_Codex,80377510,False,False,67,63,37,26,4,3,0,0,0,0,0,0.0,0.0,0.6393707139975796,0.5625717566016074,0.0767989573959722,0.2854435478463839,0.17629622766504432,0.21011471588604147,-0.948
https://api.github.com/repos/oxc-project/oxc,2025-09-11 05:07:27+00:00,Copilot,Claude_Code,1430279,False,False,76,111,75,36,9,8,0,0,0,0,0,0.0,0.0,0.8245614035087719,0.8114035087719297,0.013157894736842257,0.21554578234465346,0.29193871103637187,0.405679057010247,-1.15
https://api.github.com/repos/theopenco/llmgateway,2025-06-16 01:24:09+00:00,Devin,OpenAI_Codex,5013932,False,True,103,5,4,1,7,2,0,0,0,0,0,0.0,0.0,0.75,0.9029126213592233,-0.15291262135922334,0.5169694733489631,0.7273987181306365,0.30919668327301414,-0.308
https://api.github.com/repos/timoncool/videosos,2025-10-27 05:53:25+00:00,Devin,OpenAI_Codex,26026304,False,True,24,11,4,7,3,3,0,0,0,0,0,0.0,0.0,0.8125000000000001,0.619047619047619,0.19345238095238115,0.5500423016475947,0.13522796136322277,0.5230474808241633,0.074
https://api.github.com/repos/tldraw/tldraw,2025-06-19 10:32:34+00:00,OpenAI_Codex,Cursor,23072548,True,True,11,11,9,2,4,4,1,1,0,0,0,0.1111111111111111,0.0,0.7373737373737375,0.4545454545454546,0.2828282828282829,0.3741097797292715,0.4375560192454078,0.5641427870206323,0.0
https://api.github.com/repos/toolprint/hypertool-mcp,2025-08-13 03:38:37+00:00,Claude_Code,OpenAI_Codex,4634529,False,False,10,8,3,5,2,4,3,2,1,0,1,1.0,0.2,1.0,0.2800000000000001,0.72,0.8325546111576977,0.3247206716323965,0.8325546111576977,2.16
https://api.github.com/repos/web-infra-dev/rsbuild,2025-09-08 07:27:13+00:00,Copilot,OpenAI_Codex,7237365,False,False,61,52,30,22,5,5,0,0,0,0,0,0.0,0.0,0.5311475409836065,0.29284649776453064,0.23830104321907586,0.25849759796089544,0.2757904766459049,0.4180635081241582,0.008
https://api.github.com/repos/wvlet/airframe,2025-07-18 16:34:34+00:00,Copilot,Claude_Code,57538,False,False,5,5,3,2,2,3,1,1,0,1,0,0.3333333333333333,0.0,0.6666666666666666,0.8,-0.13333333333333341,0.41646736655690625,0.6502387678692824,0.5641427870206323,1.0
